Crosswalk2023_CBSA Code,Crosswalk2023_CBSA Title,Crosswalk2023_State Name,NRI_AVLN_EALPE,NRI_CFLD_EALPE,NRI_CWAV_EALPE,NRI_ERQK_EALPE,NRI_HAIL_EALPE,NRI_HWAV_EALPE,NRI_HRCN_EALPE,NRI_ISTM_EALPE,NRI_LNDS_EALPE,NRI_LTNG_EALPE,NRI_RFLD_EALPE,NRI_SWND_EALPE,NRI_TRND_EALPE,NRI_TSUN_EALPE,NRI_VLCN_EALPE,NRI_WFIR_EALPE,NRI_WNTW_EALPE,NRI_AVLN_EALB,NRI_CFLD_EALB,NRI_CWAV_EALB,NRI_ERQK_EALB,NRI_HAIL_EALB,NRI_HWAV_EALB,NRI_HRCN_EALB,NRI_ISTM_EALB,NRI_LNDS_EALB,NRI_LTNG_EALB,NRI_RFLD_EALB,NRI_SWND_EALB,NRI_TRND_EALB,NRI_TSUN_EALB,NRI_VLCN_EALB,NRI_WFIR_EALB,NRI_WNTW_EALB,NRI_AVLN_EXPPE,NRI_CFLD_EXPPE,NRI_CWAV_EXPPE,NRI_ERQK_EXPPE,NRI_HAIL_EXPPE,NRI_HWAV_EXPPE,NRI_HRCN_EXPPE,NRI_ISTM_EXPPE,NRI_LNDS_EXPPE,NRI_LTNG_EXPPE,NRI_RFLD_EXPPE,NRI_SWND_EXPPE,NRI_TRND_EXPPE,NRI_TSUN_EXPPE,NRI_VLCN_EXPPE,NRI_WFIR_EXPPE,NRI_WNTW_EXPPE,NRI_AVLN_EXPB,NRI_CFLD_EXPB,NRI_CWAV_EXPB,NRI_ERQK_EXPB,NRI_HAIL_EXPB,NRI_HWAV_EXPB,NRI_HRCN_EXPB,NRI_ISTM_EXPB,NRI_LNDS_EXPB,NRI_LTNG_EXPB,NRI_RFLD_EXPB,NRI_SWND_EXPB,NRI_TRND_EXPB,NRI_TSUN_EXPB,NRI_VLCN_EXPB,NRI_WFIR_EXPB,NRI_WNTW_EXPB,NRI_BUILDVALUE,NRI_POPULATION,NRI_AREA,Migration16to20_A_Inflow_Estimate,Migration16to20_A_Outflow_Estimate,Migration16to20_A_NetMigration_Estimate,Migration16to20_A_GrossMigration_Estimate,Migration16to20_A_Inflow_MOE,Migration16to20_A_Outflow_MOE,Migration16to20_A_NetMigration_MOE,Migration16to20_A_GrossMigration_MOE,HousingPI25_Metro Area,HousingPI25_GEOID.1,HousingPI25_1980,HousingPI25_1981,HousingPI25_1982,HousingPI25_1983,HousingPI25_1984,HousingPI25_1985,HousingPI25_1986,HousingPI25_1987,HousingPI25_1988,HousingPI25_1989,HousingPI25_1990,HousingPI25_1991,HousingPI25_1992,HousingPI25_1993,HousingPI25_1994,HousingPI25_1995,HousingPI25_1996,HousingPI25_1997,HousingPI25_1998,HousingPI25_1999,HousingPI25_2000,HousingPI25_2001,HousingPI25_2002,HousingPI25_2003,HousingPI25_2004,HousingPI25_2005,HousingPI25_2006,HousingPI25_2007,HousingPI25_2008,HousingPI25_2009,HousingPI25_2010,HousingPI25_2011,HousingPI25_2012,HousingPI25_2013,HousingPI25_2014,HousingPI25_2015,HousingPI25_2016,HousingPI25_2017,HousingPI25_2018,HousingPI25_2019,HousingPI25_2020,HousingPI25_2021,HousingPI25_2022,HousingPI25_2023,HousingPI25_2024,Labor_Force_2015,Labor_Force_2016,Labor_Force_2017,Labor_Force_2018,Labor_Force_2019,Labor_Force_2020,Labor_Force_2021,Labor_Force_2022,Labor_Force_2023,Labor_Force_2024,Employed_2015,Employed_2016,Employed_2017,Employed_2018,Employed_2019,Employed_2020,Employed_2021,Employed_2022,Employed_2023,Employed_2024,Unemployed_2015,Unemployed_2016,Unemployed_2017,Unemployed_2018,Unemployed_2019,Unemployed_2020,Unemployed_2021,Unemployed_2022,Unemployed_2023,Unemployed_2024
25620,"Hattiesburg, MS",Mississippi,0.0,0.0,0.0,144859.85634695683,228586.5321753632,482195.98138684325,529869.828178808,56500.29739715758,61701.22756417238,1478607.5507396597,941531.5636814598,689176.7546939842,6709828.990170417,0.0,0.0,123849.84914436028,186974.0259840972,0.0,0.0,0.0,521872.6,751922.1291914738,67.08434490909423,23131476.18943116,520.9773823321767,16892.287336949194,86066.86136463544,1502636.8506243736,424522.0629267299,2564524.881756504,0.0,0.0,1082897.5175132365,165.2539174050652,0.0,0.0,0.0,1785135600000.0,1783047600000.0,1783047207852.604,1783010428553.9363,1782532660436.213,88832102446.5178,1783047600000.0,87942913898.7675,1783047600000.0,1783047600000.0,0.0,0.0,88393823511.87212,1783047207852.604,0.0,0.0,0.0,26826179000.0,26826653606.0,26826651289.269592,26826328183.382896,26808223342.350758,1050646539.4565831,26826653606.0,1582325042.0843525,26826653606.0,26826653606.0,0.0,0.0,1165610500.5424235,26826651289.269592,26826653606.0,153711.0,1636.79528766,10846.0,8807.0,2039.0,19653.0,1429.7859979731234,1196.8329039594455,1881.4265863966095,1848.1244546837208,"Hattiesburg, MS",25620.0,3.6,3.3,3.3,3.5,3.4,3.5,3.4,3.2,3.0,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.9,3.0,3.1,3.1,3.2,3.4,3.5,3.3,3.2,3.1,3.1,3.1,3.0,2.9,2.8,2.8,2.8,2.8,2.9,2.9,3.0,3.4,3.5,3.7,65842.0,67187.0,68089.0,68386.0,69159.0,67626.0,69544.0,70125.0,69790.0,70358.0,62016.0,63507.0,64927.0,65368.0,65672.0,62804.0,66086.0,67689.0,67810.0,68280.0,3826.0,3680.0,3162.0,3018.0,3487.0,4822.0,3458.0,2436.0,1980.0,2078.0
25740,"Helena, MT",Montana,0.0,0.0,1341283.7250472358,599351.0284528752,2597.7547249783875,0.0,0.0,14702.362476056427,94214.24995465972,458813.2812977082,642065.1993053381,211358.2632304768,42362.73311118296,0.0,0.0,27925.11671087255,346003.5758391465,0.0,0.0,7116.35336693093,2268962.8,119496.48937065755,0.0,0.0,15118.914799713542,34561.82881107592,542.7347843410956,152374.1121322998,29974.26646866495,55234.24721364015,0.0,0.0,2805783.481545061,10016.483236617943,0.0,0.0,1040253200000.0,1042051200000.0,1040601200000.0,0.0,0.0,1040601200000.0,180816171450.6845,1040601200000.0,23175282091.328568,1040601200000.0,1040601200000.0,0.0,0.0,189027512944.95908,1040253200000.0,0.0,0.0,18463245894.0,18473823000.0,18474084464.0,0.0,0.0,18474084464.0,3689210969.424618,18474084464.0,417197989.839486,18474084464.0,18474084464.0,0.0,0.0,3591004207.680089,18463245894.0,18474084464.0,89707.0,6459.64929246,,,,,,,,,"Helena, MT",25740.0,3.0,2.7,2.8,2.7,2.9,2.8,2.7,2.5,2.5,2.4,2.4,2.4,2.5,2.7,2.8,2.9,3.0,3.1,3.1,3.1,3.2,3.3,3.4,3.6,3.8,3.9,4.1,4.1,4.0,4.0,3.9,3.9,3.9,4.1,4.2,4.3,4.3,4.5,4.6,4.7,4.9,5.7,6.5,6.5,6.6,43307.0,43926.0,43808.0,43929.0,44627.0,44830.0,45060.0,46424.0,47170.0,47797.0,41734.0,42324.0,42199.0,42417.0,43232.0,42564.0,43647.0,45250.0,45971.0,46491.0,1573.0,1602.0,1609.0,1512.0,1395.0,2266.0,1413.0,1174.0,1199.0,1306.0
25860,"Hickory-Lenoir-Morganton, NC",North Carolina,0.0,0.0,24449.816839688527,225379.64809144568,784664.6169748789,0.0,54647.0855284223,302465.14728337136,141251.38487162883,1431438.4314344628,381178.324660182,1985445.8977992944,4183479.325401017,0.0,0.0,82532.19854722644,197080.53240620895,0.0,0.0,64.609412836264,1767497.1,691180.1214618746,0.0,3028118.985058357,5066349.2592522185,772616.157537373,186518.80111257636,963686.465766512,928050.4035169218,5646084.83327588,0.0,0.0,146390.3635334993,32096.37942869637,0.0,0.0,63170707719.17449,4237201600000.0,4234742400000.0,0.0,4234416420691.617,4234531427605.824,1851443918895.4324,4234742400000.0,41940867390.923615,4234742400000.0,4234742400000.0,0.0,0.0,260851425975.28223,4233364735708.723,0.0,0.0,1105513713.1562283,72409025000.0,72409960750.0,0.0,72407457453.89153,72406667882.92484,31526487762.448524,72409960750.0,1035276584.50514,72409960750.0,72409960750.0,0.0,0.0,4149268819.5058336,72382207872.81201,72409960750.0,365064.0,1685.34753582,14429.0,12649.0,1780.0,27078.0,1391.2501572326955,1135.0947097048777,1772.7083798527044,1817.485900908175,"Hickory-Lenoir-Morganton, NC",25860.0,2.6,2.7,2.6,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.4,3.4,3.5,3.6,3.6,3.6,3.4,3.4,3.3,3.3,3.2,3.8,3.8,3.3,3.4,3.8,4.3,4.5,4.9,5.0,165359.0,165554.0,168477.0,168623.0,169561.0,164117.0,165829.0,172348.0,172806.0,170737.0,156143.0,157461.0,161289.0,162397.0,163252.0,151393.0,157907.0,166306.0,167036.0,164659.0,9216.0,8093.0,7188.0,6226.0,6309.0,12724.0,7922.0,6042.0,5770.0,6078.0
25940,"Hilton Head Island-Bluffton-Port Royal, SC",South Carolina,0.0,231896.98818622672,0.0,3581335.4468417955,273875.3303539667,1657442.4725817433,7989806.020075377,115729.5791550391,34799.99999999643,1443521.2293081677,2822439.3230692204,856625.9607116889,2309495.5676257405,0.0,0.0,145010.49533642436,42091.900010330406,0.0,93057.49905148428,0.0,7393656.1,47947.12047774588,27102.267604994493,236563594.3624516,524746.0026361558,8999.999999999998,191776.70660698877,4500.69710031895,45416.8405368232,1182590.738493781,0.0,0.0,1652247.6698721685,4125.440620525533,0.0,798445553483.0172,0.0,2504532800000.0,2493547600000.0,2493547600000.0,2493547600000.0,2462886453607.609,198809933338.09976,2493547600000.0,301301473820.3295,2493547600000.0,2493547600000.0,0.0,0.0,632762585798.6377,2493547600000.0,0.0,18511125048.832928,0.0,45634800000.0,45635344560.0,45635344560.0,45635330789.89064,44828536296.30157,3158994397.08784,45635344560.0,7692661058.416598,45635344560.0,45635344560.0,0.0,0.0,11626794804.831575,45635344560.0,45635344560.0,214961.0,1641.46674159,15639.0,14999.0,640.0,30638.0,1504.3058199714578,1376.8347758536606,2031.6072455078515,2047.6994408359835,"Hilton Head Island-Bluffton-Port Royal, SC",25940.0,3.9,4.0,3.9,3.9,3.7,3.7,3.7,3.8,3.9,4.1,4.1,4.2,4.2,4.3,4.2,4.4,4.4,4.6,4.6,4.7,4.9,5.2,5.3,5.4,5.7,6.2,6.7,6.6,6.1,5.9,5.5,5.3,5.0,4.9,4.9,4.8,4.8,4.8,4.9,4.8,4.8,5.3,6.3,6.9,7.0,82442.0,85066.0,86541.0,88466.0,90557.0,89865.0,91397.0,93122.0,96432.0,98324.0,78022.0,81319.0,83304.0,85848.0,88352.0,85320.0,88401.0,90360.0,93833.0,94529.0,4420.0,3747.0,3237.0,2618.0,2205.0,4545.0,2996.0,2762.0,2599.0,3795.0
25980,"Hinesville, GA",Georgia,0.0,4703.024383729669,0.0,565395.8428161207,88547.80684649489,1484680.9306227867,2220989.898085677,22655.53309013649,17399.99999999877,491528.5363924339,451144.6790534151,110744.5979173427,622074.1294475566,0.0,0.0,5443.336459874095,23718.90021196106,0.0,22918.1140388513,0.0,908260.2999999998,202295.77226707872,3769.222712066927,57284825.285178296,14808.724420556884,4547.725631603102,65133.83489506552,50888.52240848794,52884.469794742574,504473.39081413706,0.0,0.0,1249903.4027813096,65038.91037703634,0.0,84413091594.70424,0.0,944518400000.0,941954800000.0,941954800000.0,941954800000.0,933988464613.8456,73796910664.56013,941954800000.0,109061150528.71706,941954800000.0,941954800000.0,0.0,0.0,147184815644.8427,941954800000.0,0.0,1456971612.5579045,0.0,13937353000.0,13937583278.0,13937583278.0,13937583278.0,13719176150.972143,1041292770.3071016,13937583278.0,1428298591.0025916,13937583278.0,13937583278.0,0.0,0.0,2093280228.608551,13937583278.0,13937583278.0,81203.0,1016.49891681,10532.0,8702.0,1830.0,19234.0,1239.860072750147,1697.0736578003914,2099.5497136290915,2103.810352669651,"Hinesville, GA",25980.0,3.7,3.6,3.5,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.0,2.8,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.9,2.9,3.0,3.3,3.5,3.7,3.7,3.8,3.5,3.3,3.1,3.2,3.4,3.2,3.0,2.9,2.9,2.9,3.1,3.4,3.8,4.3,4.3,31711.0,28859.0,29979.0,30063.0,30300.0,30092.0,30749.0,30813.0,31111.0,31289.0,29710.0,26992.0,28246.0,28626.0,28953.0,28143.0,29451.0,29632.0,29917.0,30045.0,2001.0,1867.0,1733.0,1437.0,1347.0,1949.0,1298.0,1181.0,1194.0,1244.0
26140,"Homosassa Springs, FL",Florida,0.0,136978.60809283162,28580.435691886643,34729.03386210176,4828.137895123147,0.0,4473356.571750726,0.0,17399.99999999998,1064909.9933252716,2549830.18761822,72379.92040376096,2574398.133031635,0.0,0.0,11957.946156924856,0.0,0.0,283857.86533556646,1485.481257103915,86756.1,7102.2521120700285,0.0,86701437.4595301,0.0,4499.999999999995,67530.32094055049,70119.4597150656,70196.25057063172,1344323.14925077,0.0,0.0,2203597.610347148,0.0,0.0,289822609008.2459,1778978135846.0413,1784578800000.0,1780321600000.0,0.0,1780321600000.0,0.0,113692113066.87436,1780321600000.0,261253026074.34927,1780321600000.0,1780321600000.0,0.0,0.0,229416085552.18848,0.0,0.0,5354312827.720524,21442406563.68716,21462646000.0,21463068209.0,0.0,21463068209.0,0.0,1907690954.430602,21463068209.0,4507112783.678824,21463068209.0,21463068209.0,0.0,0.0,2636828676.7034926,0.0,21463068209.0,153476.0,970.44050298,10670.0,7410.0,3260.0,18080.0,1236.3256043615695,905.569434113144,1511.2180517714842,1553.3364091528915,"Homosassa Springs, FL",26140.0,4.1,3.7,3.6,3.9,3.7,3.6,3.6,3.7,3.7,3.7,3.5,3.5,3.3,3.5,3.2,3.3,3.2,3.1,3.1,3.1,3.1,3.2,3.4,3.5,3.9,4.7,5.3,4.9,4.1,3.7,3.3,3.0,2.9,3.0,3.1,3.3,3.3,3.6,3.8,3.9,4.0,4.7,5.8,5.9,6.0,47769.0,50901.0,50697.0,50301.0,50115.0,49373.0,50584.0,52360.0,53659.0,53829.0,44145.0,47647.0,47854.0,47761.0,47765.0,45276.0,47773.0,50196.0,51318.0,51137.0,3624.0,3254.0,2843.0,2540.0,2350.0,4097.0,2811.0,2164.0,2341.0,2692.0
26300,"Hot Springs, AR",Arkansas,0.0,0.0,397735.0057235183,409940.2441436177,9073.46295197763,740131.9060972398,4517.401840384049,63347.00172577948,17399.999999999935,663105.4483464337,3240425.639353673,2026524.4442698976,6048836.742206025,0.0,0.0,14481.268293721554,44420.83770195293,0.0,0.0,1722.190425526023,1475812.8,990486.42376711,513.1913582452007,360681.1879885861,138333.48685048503,104999.9999999996,87830.48023740454,757180.7068620694,932367.0449603632,3982747.465278296,0.0,0.0,147267.72754417534,819910.3778237747,0.0,0.0,1160649600000.0,1162088000000.0,1160649600000.0,1160649600000.0,1160649600000.0,1159693570822.0076,651423801602.6514,1160649600000.0,46215890062.636894,1160649600000.0,1160649600000.0,0.0,0.0,58662558066.31535,1160649600000.0,0.0,0.0,19847685112.0,19847343000.0,19847685112.0,19847685112.0,19847685112.0,19841141631.317863,11392070969.77296,19847685112.0,1279801430.6646783,19847685112.0,19847685112.0,0.0,0.0,965593353.5000144,19847685112.0,19847685112.0,100056.0,741.95608656,5965.0,4747.0,1218.0,10712.0,1193.527544717758,684.351517861983,1379.2403706388527,1372.6700258984313,"Hot Springs, AR",26300.0,3.8,3.5,3.4,3.5,3.5,3.4,3.5,3.4,3.2,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.2,3.3,3.5,3.6,3.8,4.0,4.1,4.1,4.0,3.9,3.8,3.7,3.6,3.6,3.7,3.5,3.5,3.6,3.7,3.8,4.1,4.7,5.0,5.3,39939.0,41766.0,41896.0,42309.0,42920.0,42909.0,43200.0,43643.0,43723.0,43638.0,37790.0,40033.0,40259.0,40689.0,41409.0,39590.0,41187.0,42110.0,42243.0,42058.0,2149.0,1733.0,1637.0,1620.0,1511.0,3319.0,2013.0,1533.0,1480.0,1580.0
26380,"Houma-Bayou Cane-Thibodaux, LA",Louisiana,0.0,391674.0839775072,0.0,71807.35996115852,73593.41336034558,757188.9465306224,6526684.714171589,8657.124440662752,2815.2790743703104,1475100.9941044012,5460683.004481172,164009.90716334578,12205060.575052682,0.0,0.0,3251.21117209714,145529.66678182755,0.0,5982702.339875791,0.0,243428.9,154556.8361476924,714.5312855097618,151909652.76444042,10046.342690389332,4513.144103121404,108553.05821722104,441270.2180298797,95646.02200751494,2720084.453247918,0.0,0.0,28441.70665696608,2106.6306551048265,0.0,157290722780.43698,0.0,2402789200000.0,2399773200000.0,2399772991153.716,2399750883250.664,2399773200000.0,563055814.874062,2399773200000.0,844183238577.9016,2399773200000.0,2399773200000.0,0.0,0.0,169328858520.65186,2399772991153.716,0.0,2292808638.602223,0.0,34795190000.0,34795883350.0,34795873593.54846,34795389525.64774,34795883350.0,93454872.73256822,34795883350.0,10839197547.720947,34795883350.0,34795883350.0,0.0,0.0,2335679871.8942637,34795873593.54846,34795883350.0,206877.0,3586.5179337,5400.0,6315.0,-915.0,11715.0,860.9384414695397,859.0809042226465,1236.853669598793,1195.5881397872763,"Houma-Bayou Cane-Thibodaux, LA",26380.0,2.9,2.9,3.0,3.2,3.3,3.3,3.5,3.4,3.1,2.9,2.8,2.7,2.7,2.7,2.8,2.7,2.6,2.5,2.5,2.5,2.5,2.6,2.7,2.7,2.8,2.9,3.0,2.9,3.0,2.9,2.8,2.8,2.7,2.7,2.8,3.1,3.1,3.2,3.3,3.3,3.1,3.0,3.2,3.3,3.2,99152.0,94477.0,90652.0,90616.0,90223.0,88149.0,86794.0,86377.0,88097.0,87998.0,93546.0,88384.0,85828.0,86379.0,86356.0,81647.0,82216.0,83333.0,85279.0,84620.0,5606.0,6093.0,4824.0,4237.0,3867.0,6502.0,4578.0,3044.0,2818.0,3378.0
26420,"Houston-Pasadena-The Woodlands, TX",Texas,0.0,257743.1660606552,10175295.203900032,919470.3883025424,2635821.8233650955,16714710.421335176,129858046.64546266,810857.1381415843,143402.85043783154,20798876.081122544,59777736.87529798,4055707.465058407,428559085.1313675,0.0,0.0,816658.4581918024,4602970.288665804,0.0,2220583.590250804,87831.80458536341,2971678.4,4100727.95147208,872.597809917308,1618530024.7265782,57739.55673640762,137055.61829032848,1057587.4478364163,1210853101.6072247,2276159.7137004226,90076052.26808594,0.0,0.0,8756704.49229947,406552.3993244162,0.0,7057501854617.827,82857464538857.6,82935847200000.0,82857605200000.0,73284135107521.83,82845027760033.73,82813720500881.62,1096038869759.4292,82857605200000.0,8762038011579.088,82857605200000.0,82857605200000.0,0.0,0.0,4228473424309.198,82857464538857.62,0.0,102009584088.31288,1142228640113.705,1142214007000.0,1142230034161.0,1012521835198.5428,1142117518841.7458,1141386983903.4,27284357982.61723,1142230034161.0,122459453267.2316,1142230034161.0,1142230034161.0,0.0,0.0,61850131534.03197,1142228640113.706,1142230034161.0,7142897.0,10173.42395589,188965.0,184396.0,4569.0,373361.0,6394.194007066098,5038.879339694492,8082.88636564934,8198.258046682844,"Houston-Pasadena-The Woodlands, TX",26420.0,2.6,2.5,2.7,2.8,2.6,2.4,2.4,2.2,2.1,2.1,2.2,2.2,2.3,2.3,2.3,2.2,2.2,2.2,2.3,2.3,2.5,2.6,2.8,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.8,2.7,2.8,3.1,3.2,3.4,3.4,3.5,3.5,3.6,3.7,4.2,4.5,4.2,4.2,3255482.0,3343680.0,3374683.0,3421827.0,3468793.0,3468700.0,3511132.0,3601335.0,3736244.0,3835585.0,3104277.0,3168741.0,3206300.0,3274323.0,3338182.0,3172640.0,3292315.0,3449836.0,3578659.0,3668691.0,151205.0,174939.0,168383.0,147504.0,130611.0,296060.0,218817.0,151499.0,157585.0,166894.0
26580,"Huntington-Ashland, WV-KY-OH","Kentucky, Ohio, West Virginia",0.0,0.0,163858.40188313153,256866.6633920677,289708.04898643715,934431.7774975832,14303.673751308032,92627.79883329789,439648.26568161335,782764.934254024,4376085.797341911,1312471.7331217637,3280799.7518568104,0.0,0.0,464914.7379357028,476894.4892278978,0.0,0.0,1823.4919675376616,996438.2,1086362.4019236127,5473.8775305183335,1003439.9929073502,527855.6689810243,1702895.9825868998,57109.565310720296,6606884.593409212,1575763.0658797438,1958957.9607412224,0.0,0.0,2267066.11771812,216909.36096503396,0.0,0.0,4357273200000.0,4363398000000.0,4357273200000.0,4357273200000.0,4356648026195.773,4354922135798.8726,3130161241152.008,4357273200000.0,286247832061.7125,4357273200000.0,4357273200000.0,0.0,0.0,328250207776.2959,4357273200000.0,0.0,0.0,71453022508.98898,71451754000.0,71453022562.0,71453022508.98898,71442734568.30388,71426894764.92896,50396512944.21395,71453022562.0,5051181683.792287,71453022562.0,71453022562.0,0.0,0.0,4598517801.515112,71453022508.98898,71453022562.0,375627.0,2986.28962632,10584.0,12585.0,-2001.0,23169.0,1041.9712088152917,1137.2462354301288,1563.601931439073,1520.574891282899,"Huntington-Ashland, WV-KY-OH",26580.0,3.4,3.2,2.6,2.8,2.8,2.8,2.8,2.8,2.8,2.6,2.5,2.5,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.9,2.9,3.0,3.0,3.0,2.9,2.9,2.8,2.9,2.8,2.8,2.7,2.6,2.7,2.8,2.8,2.9,2.9,2.7,2.8,2.9,3.0,3.0,3.1,155417.0,155118.0,156642.0,155815.0,156194.0,154256.0,153136.0,154873.0,155771.0,157364.0,145478.0,144920.0,147464.0,147221.0,148239.0,141830.0,145135.0,148133.0,148783.0,149540.0,9939.0,10198.0,9178.0,8594.0,7955.0,12426.0,8001.0,6740.0,6988.0,7824.0
26620,"Huntsville, AL",Alabama,0.0,0.0,1125865.769462313,2723876.6545180134,193270.39618275053,5285756.738124276,20550.203686317214,431118.79849019065,34799.99999999892,2734665.3251531497,1326470.3469620682,1582969.555866609,16150867.70161212,0.0,0.0,7439.452656740334,949528.4081628596,0.0,0.0,6398.489830340333,9242485.6,92903.4255314392,34110.409717393595,1308763.9565400595,264278.3823127194,109500.00000000004,386825.1800647629,283168.7777128652,1454375.3723890404,19013237.27623987,0.0,0.0,71814.42958041956,15658.06762137716,0.0,0.0,5670984800000.0,5703986800000.0,5670984800000.0,5670984800000.0,5669344269252.406,5670984800000.0,933236723399.229,5670984800000.0,206182320103.71628,5670984800000.0,5670984800000.0,0.0,0.0,1198661193270.911,5670984800000.0,0.0,0.0,92078570038.0,92077389000.0,92078570038.0,92078570038.0,92056226118.51665,92078570038.0,15284519095.82084,92078570038.0,3708053272.567062,92078570038.0,92078570038.0,0.0,0.0,17723969238.071377,92078570038.0,92078570038.0,488878.0,1434.23675538,23126.0,19266.0,3860.0,42392.0,1672.0726658850683,1404.5169988291348,2212.562767471242,2153.778307997367,"Huntsville, AL",26620.0,4.0,3.7,3.5,3.4,3.3,3.1,3.1,3.1,3.0,2.9,2.9,2.8,2.8,2.9,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.2,3.3,3.2,3.2,3.1,3.0,3.0,3.1,3.1,3.2,3.4,3.5,3.7,4.0,3.8,3.7,212319.0,224897.0,228900.0,235255.0,240754.0,243564.0,248977.0,257701.0,267760.0,276674.0,200663.0,213828.0,220028.0,227339.0,234337.0,231844.0,242819.0,252499.0,262382.0,269564.0,11656.0,11069.0,8872.0,7916.0,6417.0,11720.0,6158.0,5202.0,5378.0,7110.0
26820,"Idaho Falls, ID",Idaho,257484.23815636727,0.0,2006770.429532132,1220489.59307848,57179.81068046738,0.145148966066346,0.0,25087.034323206317,161299.95873826696,242152.6649368402,133327.1612344827,527595.7650357453,69553.73731282752,0.0,0.0,44.63748578539005,52276.992177142616,395.6983916508386,0.0,48348.27206055932,5424468.399999999,472948.5556998631,0.024516119467833,0.0,3073.9989569600198,39739.72879614301,1975.208640966316,168898.73647127592,240774.75688509172,170574.5048622482,0.0,0.0,1946833.4059460969,1877.0009872033208,58000000.0,0.0,1824610400000.0,1826176400000.0,1824610400000.0,162400000.0,0.0,1824610400000.0,19894966581.70374,1824610400000.0,40714967602.0996,1824610400000.0,1824610400000.0,0.0,0.0,53697285205.04355,1824610400000.0,1000000.0,0.0,32309275356.0,32308916000.0,32309275356.0,19575409.0,0.0,32309275356.0,679670482.1954694,32309275356.0,865240710.0463676,32309275356.0,32309275356.0,0.0,0.0,1254133986.163286,32309275356.0,32309275356.0,157294.0,5297.4665608800005,9622.0,7475.0,2147.0,17097.0,1205.3696528451344,953.0655801150308,1500.1146622841868,1572.0747437701557,"Idaho Falls, ID",26820.0,2.8,2.9,2.7,2.7,2.6,2.5,2.5,2.5,2.3,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.6,2.6,2.8,3.0,3.3,3.4,3.4,3.4,3.3,3.2,3.1,3.1,3.1,3.1,3.2,3.4,3.7,3.8,4.1,4.9,5.5,5.3,5.3,65174.0,66648.0,68153.0,70273.0,72696.0,74445.0,77514.0,80293.0,83334.0,84607.0,63047.0,64567.0,66335.0,68580.0,70981.0,71451.0,75280.0,78269.0,81077.0,81952.0,2127.0,2081.0,1818.0,1693.0,1715.0,2994.0,2234.0,2024.0,2257.0,2655.0
26900,"Indianapolis-Carmel-Greenwood, IN",Indiana,0.0,0.0,2313102.5777524803,4230480.527669931,108323.83275751464,1526490.6067516515,2265.5251076851023,1047766.975401306,174542.55142754928,3953944.5280561782,3787743.939502599,11431161.027751671,38292953.25462898,0.0,0.0,15291.03735451572,1536863.3490525596,0.0,0.0,57178.85477401835,22146510.4,7886848.399203985,38678.274038142816,488177.876721607,234180.6167104334,145683.5085332884,733701.242988446,10043369.66269944,2516422.9694393305,60446941.72402613,0.0,0.0,169534.840269071,198766.5277467265,0.0,0.0,24205986800000.0,24240206800000.0,24205986800000.0,24205986800000.0,24115005008869.22,24198513562781.406,1067366121833.5664,24205986800000.0,766005246193.8079,24205986800000.0,24205986800000.0,0.0,0.0,1602731771925.7256,24205986800000.0,0.0,0.0,406263619679.0,406258648000.0,406263619679.0,406263619679.0,405238233058.20233,406186449051.45935,21702780994.78975,406263619679.0,12584219982.42351,406263619679.0,406263619679.0,0.0,0.0,26638567285.53497,406263619679.0,406263619679.0,2086723.0,4160.15716272,72005.0,78737.0,-6732.0,150742.0,3589.0328780884693,3165.050552518869,4815.186081554897,4753.7320075915095,"Indianapolis-Carmel-Greenwood, IN",26900.0,2.4,2.5,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.1,2.2,2.4,2.4,2.5,2.6,2.7,2.7,2.8,2.9,3.0,3.1,3.4,3.7,4.0,3.9,4.0,1003543.0,1033980.0,1039873.0,1060035.0,1073753.0,1062042.0,1077226.0,1098762.0,1118718.0,1141881.0,958253.0,992499.0,1005463.0,1025953.0,1041372.0,989943.0,1036406.0,1067258.0,1083629.0,1098032.0,45290.0,41481.0,34410.0,34082.0,32381.0,72099.0,40820.0,31504.0,35089.0,43849.0
