Crosswalk2023_CBSA Code,Crosswalk2023_CBSA Title,Crosswalk2023_State Name,NRI_AVLN_EALPE,NRI_CFLD_EALPE,NRI_CWAV_EALPE,NRI_ERQK_EALPE,NRI_HAIL_EALPE,NRI_HWAV_EALPE,NRI_HRCN_EALPE,NRI_ISTM_EALPE,NRI_LNDS_EALPE,NRI_LTNG_EALPE,NRI_RFLD_EALPE,NRI_SWND_EALPE,NRI_TRND_EALPE,NRI_TSUN_EALPE,NRI_VLCN_EALPE,NRI_WFIR_EALPE,NRI_WNTW_EALPE,NRI_AVLN_EALB,NRI_CFLD_EALB,NRI_CWAV_EALB,NRI_ERQK_EALB,NRI_HAIL_EALB,NRI_HWAV_EALB,NRI_HRCN_EALB,NRI_ISTM_EALB,NRI_LNDS_EALB,NRI_LTNG_EALB,NRI_RFLD_EALB,NRI_SWND_EALB,NRI_TRND_EALB,NRI_TSUN_EALB,NRI_VLCN_EALB,NRI_WFIR_EALB,NRI_WNTW_EALB,NRI_AVLN_EXPPE,NRI_CFLD_EXPPE,NRI_CWAV_EXPPE,NRI_ERQK_EXPPE,NRI_HAIL_EXPPE,NRI_HWAV_EXPPE,NRI_HRCN_EXPPE,NRI_ISTM_EXPPE,NRI_LNDS_EXPPE,NRI_LTNG_EXPPE,NRI_RFLD_EXPPE,NRI_SWND_EXPPE,NRI_TRND_EXPPE,NRI_TSUN_EXPPE,NRI_VLCN_EXPPE,NRI_WFIR_EXPPE,NRI_WNTW_EXPPE,NRI_AVLN_EXPB,NRI_CFLD_EXPB,NRI_CWAV_EXPB,NRI_ERQK_EXPB,NRI_HAIL_EXPB,NRI_HWAV_EXPB,NRI_HRCN_EXPB,NRI_ISTM_EXPB,NRI_LNDS_EXPB,NRI_LTNG_EXPB,NRI_RFLD_EXPB,NRI_SWND_EXPB,NRI_TRND_EXPB,NRI_TSUN_EXPB,NRI_VLCN_EXPB,NRI_WFIR_EXPB,NRI_WNTW_EXPB,NRI_BUILDVALUE,NRI_POPULATION,NRI_AREA,Migration16to20_A_Inflow_Estimate,Migration16to20_A_Outflow_Estimate,Migration16to20_A_NetMigration_Estimate,Migration16to20_A_GrossMigration_Estimate,Migration16to20_A_Inflow_MOE,Migration16to20_A_Outflow_MOE,Migration16to20_A_NetMigration_MOE,Migration16to20_A_GrossMigration_MOE,HousingPI25_Metro Area,HousingPI25_GEOID.1,HousingPI25_1980,HousingPI25_1981,HousingPI25_1982,HousingPI25_1983,HousingPI25_1984,HousingPI25_1985,HousingPI25_1986,HousingPI25_1987,HousingPI25_1988,HousingPI25_1989,HousingPI25_1990,HousingPI25_1991,HousingPI25_1992,HousingPI25_1993,HousingPI25_1994,HousingPI25_1995,HousingPI25_1996,HousingPI25_1997,HousingPI25_1998,HousingPI25_1999,HousingPI25_2000,HousingPI25_2001,HousingPI25_2002,HousingPI25_2003,HousingPI25_2004,HousingPI25_2005,HousingPI25_2006,HousingPI25_2007,HousingPI25_2008,HousingPI25_2009,HousingPI25_2010,HousingPI25_2011,HousingPI25_2012,HousingPI25_2013,HousingPI25_2014,HousingPI25_2015,HousingPI25_2016,HousingPI25_2017,HousingPI25_2018,HousingPI25_2019,HousingPI25_2020,HousingPI25_2021,HousingPI25_2022,HousingPI25_2023,HousingPI25_2024,Labor_Force_2015,Labor_Force_2016,Labor_Force_2017,Labor_Force_2018,Labor_Force_2019,Labor_Force_2020,Labor_Force_2021,Labor_Force_2022,Labor_Force_2023,Labor_Force_2024,Employed_2015,Employed_2016,Employed_2017,Employed_2018,Employed_2019,Employed_2020,Employed_2021,Employed_2022,Employed_2023,Employed_2024,Unemployed_2015,Unemployed_2016,Unemployed_2017,Unemployed_2018,Unemployed_2019,Unemployed_2020,Unemployed_2021,Unemployed_2022,Unemployed_2023,Unemployed_2024
20940,"El Centro, CA",California,0.0,0.0,0.0,38820917.92010944,9447.172298494175,123418.03216516612,14.16875284268971,0.0,2691.9033891727986,4013.3372724188753,63375.57984148462,6203.662357920217,7977.302997897535,0.0,0.0,52.39852630147536,0.000171413108245,0.0,0.0,0.0,92687513.7,166.96045084285842,167.55471375330418,6036.929552875031,0.0,2197.751437305182,1215.385674582638,77153.52226370531,102949.94425797432,39823.546190132336,0.0,0.0,48677.23884770964,0.000262892964014,0.0,0.0,0.0,2084543200000.0,2080100400000.0,2080100400000.0,2080006280679.1367,0.0,538380677.8345597,2080100400000.0,8552372736.637968,2080100400000.0,2080100400000.0,0.0,0.0,100011577127.30711,176353067.120312,0.0,0.0,0.0,33548385000.0,33548773598.0,33548773598.0,33540728589.188396,0.0,43955028.74610362,33548773598.0,409911931.3404968,33548773598.0,33548773598.0,0.0,0.0,1886244581.875264,12151521.526624572,33548773598.0,179319.0,4525.87668897,4409.0,7172.0,-2763.0,11581.0,756.8943123052253,961.2855975203208,1226.5300648577677,1219.1431417188055,"El Centro, CA",20940.0,3.4,3.5,3.1,3.1,3.0,2.9,2.9,2.8,3.0,3.3,3.4,3.5,3.7,3.7,3.7,3.7,3.6,3.5,3.4,3.3,3.2,3.4,3.7,4.1,4.8,6.2,7.2,7.0,5.2,4.3,4.1,3.9,3.7,3.9,4.2,4.3,4.4,4.5,4.6,4.6,4.8,5.2,5.4,5.3,5.5,76746.0,74589.0,71241.0,70376.0,72590.0,69732.0,67087.0,68096.0,71462.0,73006.0,57897.0,56303.0,57046.0,57002.0,57300.0,53576.0,55007.0,57643.0,58902.0,59591.0,18849.0,18286.0,14195.0,13374.0,15290.0,16156.0,12080.0,10453.0,12560.0,13415.0
21060,"Elizabethtown, KY",Kentucky,0.0,0.0,150336.13403794047,575303.5741987006,145633.82610531233,415304.1708860841,587.979330627231,86071.87503897812,34799.999999999185,643849.4016940256,76844.98090625387,502083.4252083084,2823605.684645653,0.0,0.0,4082.448525258405,25025.51109279927,0.0,0.0,3395.5913210594777,1931505.7,11542.682454700269,13680.309424649387,55892.60368145048,320722.6243602137,9000.000000000025,45480.43060947981,2839756.091755517,707431.4247249487,2484862.05871459,0.0,0.0,35790.282290979994,25327.06015346551,0.0,0.0,1456020400000.0,1456600400000.0,1456020400000.0,1456020400000.0,1454671195078.6692,1456008435055.878,325874451280.87506,1456020400000.0,29990114331.450302,1456020400000.0,1456020400000.0,0.0,0.0,666417911860.3761,1456020400000.0,0.0,0.0,21788336330.0,21788009000.0,21788336330.0,21788336330.0,21774155953.31581,21788188592.17233,4455881750.7485695,21788336330.0,450557522.9802749,21788336330.0,21788336330.0,0.0,0.0,8821272875.622345,21788336330.0,21788336330.0,125519.0,902.78288061,11908.0,10773.0,1135.0,22681.0,1164.8214455443374,1219.3420356897404,1725.301133135894,1646.7914257731609,"Elizabethtown, KY",21060.0,3.5,3.3,3.0,2.8,2.7,2.7,2.6,2.6,2.7,2.7,2.5,2.4,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.9,3.0,3.1,3.0,3.0,3.0,3.1,3.0,2.9,2.8,2.9,2.9,3.0,3.1,3.1,3.0,3.0,3.2,3.6,3.7,3.7,52504.0,54303.0,55145.0,55546.0,55811.0,53960.0,53179.0,53420.0,54397.0,55715.0,49916.0,51915.0,52697.0,53351.0,53624.0,50239.0,50770.0,51129.0,52047.0,52832.0,2588.0,2388.0,2448.0,2195.0,2187.0,3721.0,2409.0,2291.0,2350.0,2883.0
21140,"Elkhart-Goshen, IN",Indiana,0.0,0.0,811757.516025608,66740.09397443067,7402.703237216186,367817.5012467904,1157.2266266230604,7189.707959831992,17399.999999999494,105028.40900366173,174924.03252031995,2959560.524392799,2636233.530296913,0.0,0.0,4649.025263104931,378305.0734092257,0.0,0.0,8144.2933745673345,667623.4,1896.1386592665765,5266.351361133479,163654.67202094564,2830.3521884635225,4500.000000000014,23016.92019404286,161736.4684904681,324073.1879333904,3796602.6660450487,0.0,0.0,48737.15876174416,90536.86800013408,0.0,0.0,2401130400000.0,2401745200000.0,2401130400000.0,2401130400000.0,2399205734738.301,2401130400000.0,92861010534.77312,2401130400000.0,51035119134.4772,2401130400000.0,2401130400000.0,0.0,0.0,769286354625.5498,2401130400000.0,0.0,0.0,44918570900.0,44918058000.0,44918570900.0,44918570900.0,44887415044.81006,44918570900.0,1525808733.2231252,44918570900.0,982350332.4784296,44918570900.0,44918570900.0,0.0,0.0,12184289998.23682,44918570900.0,44918570900.0,206994.0,472.69483248,8894.0,12053.0,-3159.0,20947.0,1329.7386961354475,1446.4529027935891,1946.9522336205373,1982.9873927990568,"Elkhart-Goshen, IN",21140.0,2.4,2.5,2.3,2.2,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.2,2.2,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.5,2.4,2.5,2.6,2.7,2.6,2.5,2.3,2.3,2.3,2.3,2.3,2.4,2.5,2.5,2.7,3.2,3.2,3.4,104782.0,99532.0,102654.0,106106.0,103116.0,101389.0,105259.0,106890.0,100897.0,98256.0,100725.0,95790.0,99808.0,103097.0,99620.0,92854.0,102038.0,103848.0,96328.0,93414.0,4057.0,3742.0,2846.0,3009.0,3496.0,8535.0,3221.0,3042.0,4569.0,4842.0
21300,"Elmira, NY",New York,0.0,0.0,321149.5614871906,9389.829660805508,33425.21568384544,86314.67390963752,12387.15771321392,6085.727706294941,17400.00000000007,45518.28400030181,461391.0764803008,141721.84183975012,920497.4303491293,0.0,0.0,1841.4473229166272,927.6658554059928,0.0,0.0,1325.216192380842,43532.4,18306.50987647669,0.084793028869016,639985.3156857712,77596.55814741558,105000.00000000016,5945.603344236031,2117508.8465005807,63423.673165900575,242947.92602605396,0.0,0.0,18249.50181576357,2062.226838361848,0.0,0.0,975966000000.0,976116800000.0,975966000000.0,975966000000.0,975523176686.5892,975966000000.0,333200141328.76965,975966000000.0,41835005635.71793,975966000000.0,975966000000.0,0.0,0.0,304314674366.3832,975966000000.0,0.0,0.0,15702593042.0,15702356000.0,15702593042.0,15702593042.0,15698663249.532553,15702593042.0,5003842335.235735,15702593042.0,939114733.7236192,15702593042.0,15702593042.0,0.0,0.0,4552911012.269528,15702593042.0,15702593042.0,84135.0,414.90686913,2806.0,5121.0,-2315.0,7927.0,420.760026618499,614.6153268508685,741.5841152559836,747.9411741574334,"Elmira, NY",21300.0,1.3,1.3,1.4,1.4,1.6,1.8,2.0,2.1,2.1,2.0,2.0,2.0,2.1,2.1,2.0,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.8,2.1,2.1,2.0,2.2,1.9,2.0,1.9,2.2,2.2,2.3,2.3,2.1,2.1,2.3,2.1,2.0,2.0,2.1,2.5,2.6,2.5,2.5,37889.0,38413.0,37843.0,37599.0,37473.0,37393.0,36103.0,35716.0,35646.0,35226.0,35660.0,36290.0,35863.0,35947.0,36027.0,34343.0,34257.0,34446.0,34339.0,33898.0,2229.0,2123.0,1980.0,1652.0,1446.0,3050.0,1846.0,1270.0,1307.0,1328.0
21340,"El Paso, TX",Texas,0.0,0.0,0.0,8352037.380649664,38566.60477761064,2089839.3002211545,1008.5417893845844,17918.82072177919,34799.999999995794,3739809.849873404,961680.9581507788,333682.6885745721,200119.01860925395,0.0,0.0,45031.61915737838,205725.7077305755,0.0,0.0,0.004315015292225,14580640.6,4000415.434052495,721.3708446582218,79683.20960828086,371678.9401069797,108797.39435918962,2448.195073440856,15052135.029631283,314018.24557652336,198881.01780555703,0.0,0.0,238315.7719133304,1307195.336331583,0.0,0.0,0.0,10078764400000.0,10064716800000.0,9818763352075.95,10064310943617.016,10064716800000.0,881897615254.7026,10064716800000.0,514750454183.4422,10064716800000.0,10064716800000.0,0.0,0.0,762494370847.7974,10064716800000.0,0.0,0.0,1386366.1530621357,100477081000.0,100478930962.0,97730187179.24246,100471729455.37056,100478930962.0,10420150326.387129,100478930962.0,4656313636.531426,100478930962.0,100478930962.0,0.0,0.0,7157307487.666942,100478930962.0,100478930962.0,867648.0,5643.05893827,35065.0,42664.0,-7599.0,77729.0,2668.461729161578,3080.185871014929,4087.6187444525694,4063.540451379806,"El Paso, TX",21340.0,2.9,3.0,3.1,3.2,3.2,3.2,3.2,2.9,2.7,2.8,2.7,2.7,2.7,2.8,2.8,2.7,2.8,2.6,2.6,2.5,2.5,2.6,2.7,2.7,2.8,3.3,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.5,3.4,3.4,3.4,3.5,3.4,3.5,3.6,4.0,4.4,4.1,4.3,341473.0,363240.0,367730.0,372413.0,376829.0,378304.0,384237.0,389062.0,400354.0,415164.0,323667.0,345749.0,351060.0,357001.0,362790.0,347859.0,361220.0,372820.0,383319.0,397849.0,17806.0,17491.0,16670.0,15412.0,14039.0,30445.0,23017.0,16242.0,17035.0,17315.0
21420,"Enid, OK",Oklahoma,0.0,0.0,988328.5067091776,72740.2735123056,25444.614612359976,714077.8140323489,172.668274498512,74470.11833928355,1594.2851701966442,82373.42483034318,973265.340586164,538217.05977728,4081084.365990025,0.0,0.0,383.9259891362632,11138.099786852665,0.0,0.0,4808.863756777964,266174.8,14231.560223160028,655.0773377580904,22878.7357117393,2222215.648258961,4500.000000000004,49419.69215719869,110224.451995258,374145.22819248587,2938405.7011923706,0.0,0.0,22125.1108363669,9860.693342045508,0.0,0.0,728781600000.0,729013600000.0,728781600000.0,728781600000.0,728741338277.9613,728751985342.1154,318857034.0393288,728781600000.0,25191430825.284782,728781600000.0,728781600000.0,0.0,0.0,119751178527.65907,728781600000.0,0.0,0.0,11084118478.0,11083925000.0,11084118478.0,11084118478.0,11082991313.578407,11083957800.554714,96199031.86016355,11084118478.0,463142257.3475008,11084118478.0,11084118478.0,0.0,0.0,1730599243.9624376,11084118478.0,11084118478.0,62826.0,1070.78292867,3331.0,3625.0,-294.0,6956.0,580.8459348226515,563.0603875251747,794.0887859679168,822.5661067658939,"Enid, OK",21420.0,2.8,2.7,2.8,2.9,2.7,2.6,2.6,2.3,2.0,1.9,1.8,1.8,1.8,1.9,2.0,2.1,2.1,2.1,2.1,2.1,2.0,2.1,2.1,2.2,2.2,2.1,2.2,2.2,2.3,2.3,2.3,2.2,2.1,2.1,2.1,2.2,2.2,2.1,2.0,1.9,1.9,2.1,2.1,2.2,2.2,29971.0,30204.0,29000.0,28439.0,28334.0,28255.0,28276.0,28508.0,28343.0,28325.0,28821.0,28977.0,27974.0,27634.0,27544.0,26738.0,27298.0,27719.0,27486.0,27400.0,1150.0,1227.0,1026.0,805.0,790.0,1517.0,978.0,789.0,857.0,925.0
21500,"Erie, PA",Pennsylvania,0.0,2712.4557718602377,2110118.8210805454,33320.509576558434,14303.966248381552,55517.08745191634,14375.5134828066,118541.07444481293,17399.999999999996,1105398.0737662488,387081.3711818416,159715.73773058757,594254.9753523098,0.0,0.0,3674.7443813813456,104162.8527658394,0.0,34735.827850874295,7069.002945187772,129608.8,98237.5648051426,0.052699664190731,868999.2556763827,1456.4334569155333,105000.00000000023,15916.10846922466,1714161.5737743136,180127.581472501,1231150.317193686,0.0,0.0,34982.4796358778,744688.2831464163,0.0,8225330279.729432,3140062000000.0,3142161600000.0,3140062000000.0,3140062000000.0,3135731307133.4604,3137321827662.601,724132081300.5587,3140062000000.0,30241590622.485985,3140062000000.0,3140062000000.0,0.0,0.0,602637311863.289,3140062000000.0,0.0,216125216.21869448,48855612601.0,48854899000.0,48855612601.0,48855612601.0,48799307301.78532,48823168620.86411,11020758202.17328,48855612601.0,694050925.5016677,48855612601.0,48855612601.0,0.0,0.0,8664480197.63828,48855612601.0,48855612601.0,270695.0,1573.81256097,11075.0,12405.0,-1330.0,23480.0,987.584426770694,1168.2499732505885,1530.8559697110634,1528.7315002968965,"Erie, PA",21500.0,2.2,2.1,2.0,2.0,2.0,1.9,2.0,2.1,2.3,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.4,2.4,2.5,2.4,2.4,2.5,2.5,2.5,2.3,2.3,2.2,2.5,2.5,2.5,2.5,2.6,2.5,2.3,2.3,2.3,2.4,2.5,2.6,2.7,2.8,2.9,135918.0,134853.0,131866.0,130585.0,130407.0,128800.0,126184.0,125624.0,126934.0,126787.0,128280.0,126189.0,124194.0,124291.0,124581.0,116525.0,117729.0,119738.0,121734.0,121909.0,7638.0,8664.0,7672.0,6294.0,5826.0,12275.0,8455.0,5886.0,5200.0,4878.0
21660,"Eugene-Springfield, OR",Oregon,36919.52184,244812.4593232445,2897.1086831632733,39253765.88790504,2071.3475787788243,56965.61307789834,0.0,917245.8300730202,350107.27967921423,36717.49629198378,147914.47475408966,4385.6852658109565,77516.65897898506,494.69637675054486,0.0,271.58063154460336,123005.01077155216,47.483807,985208.522111498,23.349482456452968,72192446.09999998,887.2405826094362,81068.7507339822,0.0,21703.87356791304,2546928.6551293507,7704.539254399635,3521256.840588332,8816.454476751587,133974.50122030347,3436.237533248941,0.0,30894.47766648028,302.0782409859963,58000000.0,2461244809.103413,67860000000.0,4442463600000.0,4441234000000.0,4441234000000.0,0.0,4439470723778.086,1214333773180.556,4441234000000.0,278304140560.14844,4441234000000.0,4441234000000.0,20212572534.57156,0.0,145618415392.97296,4441234000000.0,1000000.0,88084056.43173721,1432124289.0,81880514000.0,81881558242.0,81881558242.0,0.0,81852888794.91368,22634308921.466866,81881558242.0,6248471317.834831,81881558242.0,81881558242.0,556573741.4695549,0.0,2990592817.541838,81881558242.0,81881558242.0,382865.0,4770.130188720001,27282.0,17460.0,9822.0,44742.0,1858.714340612887,1324.0959179757333,2306.198820570334,2257.2159843488616,"Eugene-Springfield, OR",21660.0,2.9,2.9,2.7,2.5,2.3,2.3,2.2,2.2,2.2,2.3,2.6,2.7,2.9,2.9,3.2,3.4,3.6,3.5,3.5,3.5,3.5,3.6,3.8,4.0,4.3,5.0,5.5,5.5,5.2,4.9,4.8,4.5,4.3,4.5,4.6,4.7,4.9,5.2,5.4,5.5,5.9,6.7,7.1,6.6,6.4,172405.0,180209.0,182922.0,182349.0,182452.0,181759.0,184981.0,185927.0,186463.0,188607.0,162641.0,171262.0,175004.0,174531.0,175243.0,167683.0,175014.0,178053.0,179182.0,180618.0,9764.0,8947.0,7918.0,7818.0,7209.0,14076.0,9967.0,7874.0,7281.0,7989.0
21780,"Evansville, IN",Indiana,0.0,0.0,449909.4101237836,6548234.486701722,112117.06025347578,3995695.703520002,685.5677774917191,238224.2557606691,52199.99999999862,765675.8202664595,1269797.007819779,521328.97916432034,9175549.971214116,0.0,0.0,9763.583735587434,522391.5844841085,0.0,0.0,621.2466483311518,20993251.0,305360.0360378491,16730.93344951612,82936.80215827013,2266644.705383294,113999.99999999996,24834.983605394573,727594.6546784504,6314523.615431711,6316287.189161109,0.0,0.0,99018.56012924624,1388776.9286111682,0.0,0.0,3122743200000.0,3123369600000.0,3122743200000.0,3122743200000.0,3121489805326.699,3121584090077.943,452513447458.33167,3122743200000.0,164852420130.81732,3122743200000.0,3122743200000.0,0.0,0.0,49063076924.12429,3122743200000.0,0.0,0.0,57081616386.0,57080714000.0,57081616386.0,57081616386.0,57051066517.10757,57068677783.57768,8096582132.888748,57081616386.0,4066620533.056063,57081616386.0,57081616386.0,0.0,0.0,770934764.310117,57081616386.0,57081616386.0,269202.0,1058.10419559,14429.0,11508.0,2921.0,25937.0,1418.983438944937,1152.0642343202917,1807.988384918443,1847.8216905318543,"Evansville, IN",21780.0,2.4,2.3,2.3,2.2,2.2,2.1,2.2,2.2,2.1,2.1,2.1,2.0,2.0,2.0,2.1,2.1,2.2,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.8,3.1,3.2,3.2,137381.0,136223.0,136679.0,138446.0,138075.0,133930.0,133562.0,134567.0,134865.0,135816.0,131641.0,130657.0,132259.0,134116.0,133865.0,124812.0,128682.0,130572.0,130550.0,130541.0,5740.0,5566.0,4420.0,4330.0,4210.0,9118.0,4880.0,3995.0,4315.0,5275.0
21820,"Fairbanks-College, AK",Alaska,0.0,0.0,1114030.7201571404,1261423.8286999287,59.42696675561572,0.0,0.0,7110.024069180174,0.0,0.0,409952.3232604446,0.0,19.85446752067939,0.0,0.0,823461.8771727993,2552.128803630431,0.0,0.0,818.4802475808403,7290008.7,1023.8829650998348,0.0,0.0,2448.407046012936,0.0,0.0,184762.93246107973,0.0,41.13502544824834,0.0,0.0,10232481.17061436,14.224246183266493,0.0,0.0,1108716400000.0,1109598000000.0,1108716400000.0,0.0,0.0,1108252425861.4238,0.0,0.0,53267899914.918816,1108716400000.0,1108716400000.0,0.0,0.0,178060501458.84558,1108716400000.0,0.0,0.0,24099661692.0,24099385000.0,24099661692.0,0.0,0.0,24076928957.147247,0.0,0.0,1560733300.3813975,24099661692.0,24099661692.0,0.0,0.0,3301452370.0718904,24099661692.0,24099661692.0,95579.0,7510.00049943,9001.0,10717.0,-1716.0,19718.0,1190.584730290121,1295.7588510212847,1774.215037699771,1744.9464175154492,"Fairbanks-College, AK",21820.0,2.8,2.9,3.2,3.1,3.2,3.1,3.1,2.7,2.8,2.4,2.5,2.5,2.6,2.7,2.8,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.9,3.0,3.2,3.4,3.4,3.4,3.3,3.3,3.4,3.3,3.2,3.3,3.2,3.2,3.3,3.4,3.5,3.6,3.6,3.7,3.9,3.9,3.8,46190.0,45837.0,45877.0,45417.0,44930.0,44265.0,44598.0,44708.0,45048.0,45743.0,43748.0,43229.0,43214.0,43001.0,42747.0,41308.0,42324.0,42998.0,43354.0,43909.0,2442.0,2608.0,2663.0,2416.0,2183.0,2957.0,2274.0,1710.0,1694.0,1834.0
22020,"Fargo, ND-MN","Minnesota, North Dakota",0.0,0.0,1398831.2034470171,9606.989590352548,895864.089166855,1408374.1636608324,0.0,875137.2164297078,17808.267205615004,148962.80380138586,469573.63368336245,1954388.856462016,1723032.6285707965,0.0,0.0,29541.12860196234,73823.3035833632,0.0,0.0,45063.90345985416,40434.7,5864196.605724935,14455.325336146108,0.0,981620.0821978432,4652.434051620414,6204.62037132446,15792843.23673413,12765913.303145962,10953818.472504206,0.0,0.0,538336.4288338561,1874377.434111148,0.0,0.0,2896891022101.124,2898178800000.0,2896891200000.0,2896891022101.124,0.0,2894954201344.873,6349374532.971862,2896891200000.0,271852677634.7068,2896891200000.0,2896891200000.0,0.0,0.0,82125724184.83693,2896891022101.124,0.0,0.0,54920622051.77985,54919940000.0,54920624197.0,54920622051.77985,0.0,54891264075.797295,267143163.3221416,54920624197.0,4631664508.770064,54920624197.0,54920624197.0,0.0,0.0,1921300585.034049,54920622051.77985,54920624197.0,249732.0,2848.91300421,16615.0,14479.0,2136.0,31094.0,1554.2071933947543,1178.0411707576268,1975.7616252979508,1924.262715951229,"Fargo, ND-MN",22020.0,3.3,3.7,2.8,3.1,3.3,3.1,2.9,2.8,2.6,2.4,2.3,2.4,2.4,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.7,2.9,3.0,3.0,3.1,3.1,2.9,3.0,2.9,2.9,3.1,3.2,3.3,3.4,3.3,3.4,3.4,3.6,3.8,4.0,3.9,4.0,130955.0,138874.0,141041.0,141608.0,143534.0,144353.0,146377.0,149557.0,152204.0,154015.0,127707.0,135457.0,137747.0,138387.0,140473.0,138290.0,142657.0,146826.0,149310.0,150490.0,3248.0,3417.0,3294.0,3221.0,3061.0,6063.0,3720.0,2731.0,2894.0,3525.0
22140,"Farmington, NM",New Mexico,0.0,0.0,19957.80557546233,28667.869854663688,4614.029995238402,45061.223196708655,0.0,2398.734987912077,24842.2651248809,538947.4189282977,304939.0651144818,11889.844619947777,94234.05966752813,0.0,0.0,168.87701553878486,7939.674964921581,0.0,0.0,13.116895786946978,153350.9,25.77444684127001,38.77391512771484,0.0,142.62252427815494,135854.69430426287,9138.110904190917,424608.59635469125,7037.672619215852,66217.7602861268,0.0,0.0,208526.95982018087,816.3112480549116,0.0,0.0,19363969373.525448,1411267600000.0,1408483600000.0,1372701708575.671,0.0,1408483600000.0,367184118336.768,1408483600000.0,38220695011.66981,1408483600000.0,1408483600000.0,0.0,0.0,122806074242.36632,1408483359710.64,0.0,0.0,242795912.9504644,21667952000.0,21668319414.0,21080272166.20733,0.0,21668319414.0,5784948428.343718,21668319414.0,804075184.3075747,21668319414.0,21668319414.0,0.0,0.0,1788738890.2199478,21668313439.07859,21668319414.0,121421.0,5594.33886453,4515.0,6011.0,-1496.0,10526.0,720.6899472033726,1095.9461665611136,1322.077531765819,1301.1502603465904,"Farmington, NM",22140.0,2.5,2.6,2.7,2.9,2.9,3.0,3.1,3.1,2.9,2.6,2.4,2.3,2.4,2.4,2.5,2.6,2.7,2.7,2.8,2.8,2.8,3.1,3.3,3.4,3.6,3.9,4.2,4.3,4.1,4.0,3.9,3.8,3.8,3.7,3.8,3.4,3.5,3.6,3.9,4.1,4.2,4.4,4.7,4.5,4.8,56150.0,53681.0,52972.0,51116.0,50617.0,48410.0,47972.0,48047.0,49407.0,49939.0,52234.0,48630.0,48915.0,48103.0,47612.0,43768.0,43868.0,45765.0,47338.0,47612.0,3916.0,5051.0,4057.0,3013.0,3005.0,4642.0,4104.0,2282.0,2069.0,2327.0
22180,"Fayetteville, NC",North Carolina,0.0,0.0,0.0,237648.02169946767,155076.03307256964,1013849.7645710232,769681.8276011287,45554.03360809432,34800.000000005195,1125577.1203850014,731060.1450979874,514447.8456448178,7551001.05185597,0.0,0.0,224349.20246647004,643270.2571330133,0.0,0.0,0.0,1244835.6,231601.77453050617,38224.277125682216,23188077.617981263,331307.4716559701,7952.963261440373,163379.31718363022,5557303.463232528,482059.20124604704,4032365.724416805,0.0,0.0,462677.72296297096,11246.783396575374,0.0,0.0,0.0,4486996000000.0,4482611200000.0,4482610939978.576,4482526036642.193,4482605269877.654,321895588204.8148,4482611200000.0,42870599048.15442,4482611200000.0,4482611200000.0,0.0,0.0,301887429905.4145,4482610939978.576,0.0,0.0,0.0,57380598000.0,57381496359.0,57381495844.75176,57381124265.3582,57381447020.79128,4899292407.669139,57381496359.0,720833575.7652258,57381496359.0,57381496359.0,0.0,0.0,3482401365.452568,57381495844.75176,57381496359.0,386432.0,1060.75726497,46239.0,44409.0,1830.0,90648.0,2479.9443542144245,2842.967463760357,3726.199404218728,3818.6601053249033,"Fayetteville, NC",22180.0,3.7,3.5,3.3,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.2,3.2,3.2,3.3,3.4,3.5,3.6,3.6,3.7,3.6,3.5,3.4,3.4,3.3,2.9,2.9,3.0,3.0,3.3,3.6,3.8,3.8,3.9,144216.0,150103.0,150175.0,150445.0,151732.0,147703.0,150026.0,153430.0,155388.0,154064.0,133669.0,140779.0,141946.0,142961.0,144455.0,134647.0,140256.0,145970.0,148495.0,147124.0,10547.0,9324.0,8229.0,7484.0,7277.0,13056.0,9770.0,7460.0,6893.0,6940.0
