Crosswalk2013_CBSA Code,AVLN_EALPE,CFLD_EALPE,CWAV_EALPE,ERQK_EALPE,HAIL_EALPE,HWAV_EALPE,HRCN_EALPE,ISTM_EALPE,LNDS_EALPE,LTNG_EALPE,RFLD_EALPE,SWND_EALPE,TRND_EALPE,TSUN_EALPE,VLCN_EALPE,WFIR_EALPE,WNTW_EALPE,AVLN_EALB,CFLD_EALB,CWAV_EALB,ERQK_EALB,HAIL_EALB,HWAV_EALB,HRCN_EALB,ISTM_EALB,LNDS_EALB,LTNG_EALB,RFLD_EALB,SWND_EALB,TRND_EALB,TSUN_EALB,VLCN_EALB,WFIR_EALB,WNTW_EALB,AVLN_EXPPE,CFLD_EXPPE,CWAV_EXPPE,ERQK_EXPPE,HAIL_EXPPE,HWAV_EXPPE,HRCN_EXPPE,ISTM_EXPPE,LNDS_EXPPE,LTNG_EXPPE,RFLD_EXPPE,SWND_EXPPE,TRND_EXPPE,TSUN_EXPPE,VLCN_EXPPE,WFIR_EXPPE,WNTW_EXPPE,BUILDVALUE,POPULATION
34940.0,0.0,191895.96758200176,33890.184440977406,18326.022236569028,62682.83380280617,0.0,10927930.28278696,0.0,17399.999999999443,4186750.650927125,4479973.3541312,72430.06486451357,203447.104163444,0.0,0.0,7748.425669133727,0.0,0.0,72203.95920789441,14208.688121779684,65082.4,1387.201522503708,0.0,267570216.33727247,0.0,4499.999999999996,260012.1673254625,56448.49758791207,9889.50267519538,2007050.9219371784,0.0,0.0,12206755.601707576,0.0,0.0,3081700724053.2104,4354444904268.008,4358723200000.0,4355138800000.0,0.0,4355069793015.0,0.0,82623352151.76358,4355138800000.0,2829456855240.7593,4355138800000.0,4355138800000.0,0.0,0.0,461757832793.759,0.0,82542404972.0,375443.0
34980.0,0.0,0.0,958211.0922587118,18911574.476186264,647134.8671956726,2533402.6914901123,13869.69875592953,404705.25045478775,316919.15191259375,3468129.9939051215,9913843.147374267,10831412.641248967,51063160.47515081,0.0,0.0,65842.57993772822,168546.41616160868,0.0,0.0,3033.521020375449,48827977.1,3734060.458990372,15840.12916593348,1766985.5608002583,3653468.2420206713,891261.5391656102,764806.0927322624,67760099.0655317,4861651.443344642,40001836.728184015,0.0,0.0,649173.7649556184,226597.64632040373,0.0,0.0,12525564000000.0,23367550400000.0,23353526000000.0,22527675600000.0,23319826740970.984,23348606877843.96,8236709169110.569,23353526000000.0,557396719886.7273,23353526000000.0,23353526000000.0,0.0,0.0,10728109344691.113,23353526000000.0,378722986803.0,2013235.0
35020.0,0.0,0.0,0.0,46280.9517898731,5689.989314474096,438664.8734334957,39736.352948426786,27863.748245974755,17735.625858848143,232251.5320778385,748066.811309193,172615.13058368367,2008304.6668359037,0.0,0.0,1555.5703269763903,97084.35678723665,0.0,0.0,0.0,158039.39999999997,88865.89674299683,2403.560686397464,2057062.681205795,90791.21348221894,4580.507541969937,16897.377882366687,935890.0929399837,263524.0024110716,1127015.810043911,0.0,0.0,12573.711797923985,1977.5639969184936,0.0,0.0,0.0,559410000000.0,558215200000.0,558215200000.0,558002317473.1953,558215200000.0,96834908733.96657,558215200000.0,21532378335.980453,558215200000.0,558215200000.0,0.0,0.0,28159493731.514587,558215200000.0,8297966869.0,48122.0
35060.0,0.0,0.0,0.0,38210.99683387529,55695.68127302896,860195.4676296173,15102.688148487652,24961.09299271293,17399.99999999857,137790.5179103254,408565.65475616715,478112.81641325617,358589.6992193404,0.0,0.0,2666.254551917205,7608.336548614247,0.0,0.0,0.0,144112.0,1158.5949997638152,379.7826288180023,963675.0277241635,7341.094886453993,4500.000000000003,28732.865177122727,181871.59443606113,1661397.5726139531,921885.1216215373,0.0,0.0,60759.65717303407,1579.7292643368687,0.0,0.0,0.0,435174000000.0,433028000000.0,433028000000.0,432902247291.1334,433028000000.0,52905806400.69916,433028000000.0,49479767864.75307,433028000000.0,433028000000.0,0.0,0.0,32719307311.34789,433028000000.0,7616051891.0,37330.0
35100.0,0.0,12304.418039987748,0.0,28724.92188299257,120525.13192779073,1247158.5208914673,4876778.010596646,42847.11033772516,23999.893172413424,1126821.8303901008,664366.4312208953,123673.2349488208,2916327.7364656106,0.0,0.0,222443.92751795595,728599.966639521,0.0,241721.97045771638,0.0,174294.7,102213.62652151339,13376.123427889708,126779161.46380645,234771.72014526092,5285.234064294021,14174.601972408773,80320.98096618729,73287.12545677766,1900815.590809715,0.0,0.0,2102762.981444793,286238.4397510027,0.0,285686605900.7322,0.0,1417148800000.0,1408472000000.0,1408471976279.856,1408471976279.856,1408471976279.856,6285194930.701915,1408472000000.0,177623936996.63422,1408472000000.0,1408472000000.0,0.0,0.0,252485072218.58258,1408471976279.856,22071900496.0,121420.0
35140.0,0.0,0.0,0.0,186106.14539009304,25646.337816643623,75209.2669699441,24833.23764079692,70860.52855137507,17399.99999999916,110429.15078593927,25246.70258606306,559477.5959464896,1781657.037360996,0.0,0.0,697.2159130069145,300.8396274750257,0.0,0.0,0.0,735173.1999999998,1595.447340405197,646.3548397608521,2047964.2480121052,776.3306589734647,4499.999999999985,4671.611006581786,17436.347358339586,178135.85767134858,1011653.634576732,0.0,0.0,8160.714785538078,1056.657384751857,0.0,0.0,0.0,437540400000.0,437122800000.0,437122800000.0,437074774287.1391,437074165978.13007,83313375746.21234,437122800000.0,7390719004.444941,437122800000.0,437122800000.0,0.0,0.0,91063895161.03192,437122800000.0,9596333328.0,37683.0
35220.0,0.0,0.0,39050.3050550525,52116.99301996446,978.870156392476,23522.727233734007,136.0142304526113,49922.110713066635,17400.00000000111,88070.39811204492,155418.46018059587,125712.49953513288,1522433.990847834,0.0,0.0,733.6885497696957,60314.901001888415,0.0,0.0,1810.7499254111767,359865.6,1302687.4804196646,1375.6417188496334,18952.659551206463,29.83091264788316,4499.9999999999945,26016.819750223694,12959.888382349536,203484.44811319333,2228646.967338152,0.0,0.0,7172.585899249133,1238.6277846869095,0.0,0.0,567158800000.0,567402400000.0,567158800000.0,567158800000.0,564918363929.0061,567069101815.2639,89399391504.74327,567158800000.0,7291741221.581478,567158800000.0,567158800000.0,0.0,0.0,119019453864.17474,567158800000.0,9125926533.0,48893.0
35260.0,0.0,0.0,135224.35417718167,8265.741599069737,12415.73644106224,35305.55877965443,5155.939589887636,12353.737911102387,20913.02345560058,619981.2730370864,349652.3062526213,19615.953471068377,225716.05837083593,0.0,0.0,1664.3376312587936,3008.375864300719,0.0,0.0,1375.1785862521936,27998.1,248299.576000228,0.031655121340532,376014.0042800925,16854.354862759646,156468.69177901305,103.90929398514828,146140.63449544803,121129.84919678004,428695.483938613,0.0,0.0,15446.24598955859,2431.397489489989,0.0,0.0,998006000000.0,998412000000.0,998006000000.0,998006000000.0,998000956192.5433,996992181931.4442,395895377167.84,998006000000.0,20224638545.530582,998006000000.0,998006000000.0,0.0,0.0,274870196313.9337,998006000000.0,14655317033.0,86035.0
35300.0,0.0,2201639.680369883,93940.45693164117,304284.8746332008,17467.094543705025,121609.73935903044,1854234.4554721448,444835.7278446017,17400.00000000002,1337809.6511748426,772328.7504574797,899501.3793377158,1115896.8486088691,0.0,0.0,2042.0173782350855,85879.94108646234,0.0,5207948.012415385,1969.4741046062068,1438615.2,950.2241262080531,1.758127998508258,58018285.07348764,148966.4413823092,134999.9999999995,12976.339654525527,216524.14665909152,358111.8495676566,3605595.731857392,0.0,0.0,23233.20186328505,15865.37090794818,0.0,341098545577.80304,10028004033528.293,10032086000000.0,10028142000000.0,10028141920249.764,10027492658214.818,9996576520697.887,4376555905627.3086,10028142000000.0,387523000107.47845,10028142000000.0,10028142000000.0,0.0,0.0,179114221635.51953,10028141920249.768,154054554545.0,864495.0
35380.0,0.0,1070117.4299321927,0.0,607280.1992866201,491840.40603022,8446119.236828713,35743075.07465678,557342.9716890249,55813.43993439441,7148372.8621590305,78631706.24118862,1228804.542712572,13625116.362160625,0.0,0.0,158045.50473527567,569708.5886053072,0.0,34673203.57629855,0.0,1703305.1,2677557.118700951,1021.950097542582,472106380.212299,136079.71049285325,115458.95736316309,223486.90823992647,19913202.46038935,251068.68327993125,5028575.260823035,0.0,0.0,1388989.5923287394,8237.967062580348,0.0,11657272067230.197,0.0,14753402000000.0,14735909200000.0,14694985061761.352,14733923424351.453,14720567566523.688,176144527816.58243,14735909200000.0,4326358938033.0806,14735909200000.0,14735909200000.0,0.0,0.0,227295759837.17596,14690398927068.63,199155442821.0,1270337.0
35420.0,0.0,0.0,6063.983006965417,27145.21236792953,5079.755424514559,70999.9740339048,1138.22528019045,239.29458506566803,26299.733720805907,52398.950826675005,227185.47643292524,73092.62540294755,205304.01817897873,0.0,0.0,2875.7068755352807,10180.0951094822,0.0,0.0,2233.1896435297335,97757.2,1540.9034383124435,232.15087569028603,108143.89856640557,19676.624140216023,160194.1588659686,9560.112256395347,1666799.4652491205,131784.7625453031,545426.3113462689,0.0,0.0,30602.41622760782,903.7638582126419,0.0,0.0,1081479600000.0,1081850800000.0,1081479600000.0,1081479600000.0,1080205087972.0332,1079935667134.2396,567001461678.2842,1081479600000.0,36640762316.719055,1081479600000.0,1081479600000.0,0.0,0.0,475850728712.6856,1081479600000.0,19321270818.0,93231.0
