Migration16to20_Metro Code of Geography A,Migration16to20_A_Inflow_Estimate,Migration16to20_A_Outflow_Estimate,Migration16to20_A_NetMigration_Estimate,Migration16to20_A_GrossMigration_Estimate,Migration16to20_A_Inflow_MOE,Migration16to20_A_Outflow_MOE,Migration16to20_A_NetMigration_MOE,Migration16to20_A_GrossMigration_MOE
15380,28013.0,31500.0,-3487.0,59513.0,1875.2794458426722,1909.2718507326294,2689.3378367174328,2662.7857593129793
15500,9437.0,7913.0,1524.0,17350.0,1161.456413301851,989.515538028585,1514.2806873231923,1536.4598920896049
15540,13521.0,9501.0,4020.0,23022.0,1125.3950417520064,986.8013984586767,1464.6248666467466,1529.0107913288252
15680,7725.0,6234.0,1491.0,13959.0,1133.974426519399,852.4675946920211,1430.178310561309,1407.497779749581
15940,12556.0,14600.0,-2044.0,27156.0,1112.2333388277839,1250.459915391133,1639.445028050651,1706.9428812939232
15980,44900.0,29747.0,15153.0,74647.0,2650.735746920089,1924.3443039123742,3257.532962227704,3293.000911023257
16020,6603.0,5979.0,624.0,12582.0,924.7924091383968,746.3196366169122,1210.3193793375367,1166.693190174692
16060,11249.0,8689.0,2560.0,19938.0,1027.8501836357282,1035.6630726254557,1482.2213060133768,1435.82554650626
16180,5205.0,3887.0,1318.0,9092.0,787.9917512258615,753.6471322840683,1115.209845724113,1065.0272296988467
16220,3138.0,4784.0,-1646.0,7922.0,533.5503725047898,956.523915017288,1090.52739534594,1100.2686035691468
16300,12602.0,11485.0,1117.0,24087.0,1260.5324271909867,1208.1945207622819,1744.298712950279,1748.172188315556
16540,5960.0,5402.0,558.0,11362.0,870.2597313446141,716.3783916339186,1138.9648809335606,1116.1079696875208
16580,21149.0,14181.0,6968.0,35330.0,1408.2737659986428,1138.6456867700329,1799.913609037945,1821.4689127185234
16620,7264.0,9821.0,-2557.0,17085.0,949.1891276242053,1113.9667858603325,1468.8056372440842,1457.9468440241571
16700,44300.0,38119.0,6181.0,82419.0,2544.789185767654,2266.997573884895,3364.4540418914926,3450.119563145602
16740,112771.0,99181.0,13590.0,211952.0,4367.400485414636,3858.638360872913,5815.063886149489,5839.69040275253
16820,16530.0,15360.0,1170.0,31890.0,1260.3745475056214,1297.1538073798342,1804.1344184954735,1812.753706381537
16860,25921.0,21086.0,4835.0,47007.0,2039.7710655855476,1664.3025566284514,2671.34591545161,2594.24979522019
16940,7085.0,6472.0,613.0,13557.0,1096.484838016468,1028.8790016323592,1479.4275920098287,1526.0635635516628
16980,174938.0,281352.0,-106414.0,456290.0,4749.206144188732,5947.309643864191,7639.5723702312025,7581.998812978013
17020,14078.0,14444.0,-366.0,28522.0,1280.3058228407774,1353.9265120382272,1880.2401442369005,1845.386138454497
17140,70827.0,70029.0,798.0,140856.0,2941.0304316684656,2819.3786549521865,4038.350901048595,4109.529778453978
17300,26906.0,25667.0,1239.0,52573.0,2149.189382069435,2047.9299304419574,2962.3831622529856,2975.5043270007186
17420,6126.0,7139.0,-1013.0,13265.0,733.2087015304714,1200.004166659433,1408.8239776494436,1403.3078778372194
17460,53186.0,66603.0,-13417.0,119789.0,2253.7435524034227,2764.103652180938,3539.4621060268464,3593.205671820081
17660,10236.0,8546.0,1690.0,18782.0,1328.19501580152,1050.4170600290154,1634.003059972655,1750.0691414912726
17780,27711.0,22846.0,4865.0,50557.0,1623.7139526406738,1836.33166938873,2432.5895666963634,2468.7756074621284
17820,65128.0,59485.0,5643.0,124613.0,3323.10863499826,3170.2083527743093,4552.805069405014,4632.275682642387
17860,16440.0,14973.0,1467.0,31413.0,1427.414796056143,1322.8352127154765,1982.2083644258996,1908.2594163268263
17900,57009.0,38222.0,18787.0,95231.0,3179.42038742913,2488.8155817577162,4035.602928931438,4040.3080328113597
17980,25781.0,23219.0,2562.0,49000.0,1824.8701323655885,1818.1438336941333,2604.960844235475,2547.5882712871794
18020,4533.0,4597.0,-64.0,9130.0,743.3242899300412,823.2939936620454,1114.4832883448723,1104.1095960093817
18140,79540.0,76321.0,3219.0,155861.0,3506.9180201424724,3113.659101443188,4682.690359184558,4696.134261283423
18580,20918.0,19818.0,1100.0,40736.0,2065.8119469109474,1810.5645528398043,2776.05637550825,2718.594857642455
18700,11717.0,10678.0,1039.0,22395.0,1013.9161701048071,1209.6747496744736,1597.3365331075352,1557.8902400361844
18880,25116.0,24703.0,413.0,49819.0,2014.3184951739881,2458.4171737115735,3215.512867335474,3140.2483978182363
19060,4754.0,4569.0,185.0,9323.0,494.8615968126846,655.8559293015502,819.5822106414951,823.6170226506978
19100,248701.0,225266.0,23435.0,473967.0,7051.8939300020675,5940.476327703023,9278.174874402832,9162.09424749604
19140,4215.0,5406.0,-1191.0,9621.0,861.1248457686028,907.2667744384779,1304.3159126530659,1195.1732092044233
19180,1862.0,3879.0,-2017.0,5741.0,356.88093252512107,702.9238934621585,786.7210433184052,790.5991398932837
19300,10770.0,8779.0,1991.0,19549.0,1369.0766961715476,1169.4541461724782,1822.437927612351,1778.3261793045729
19340,12877.0,14696.0,-1819.0,27573.0,1372.114062314063,1261.4773085553304,1815.6274397573968,1911.4648832766977
19430,38212.0,33750.0,4462.0,71962.0,2092.041347583742,1847.3240105623051,2767.1416660518125,2814.6420731595695
19460,6001.0,5547.0,454.0,11548.0,857.5867303077864,1070.8319195840213,1379.6213248569334,1364.6805486999513
19500,4586.0,4590.0,-4.0,9176.0,549.8381580065175,714.0903304204588,897.0557396282575,905.1281677199091
19660,44656.0,26305.0,18351.0,70961.0,3231.7854198569557,1854.7282819863399,3637.3358382200563,3812.1542466169963
19740,139764.0,136619.0,3145.0,276383.0,4579.359562209545,4386.904945402852,6276.607921481156,6405.810643470504
19780,29855.0,25160.0,4695.0,55015.0,1825.8786925751667,1509.3084509138614,2349.2986187370902,2387.6750197629494
19820,85114.0,112622.0,-27508.0,197736.0,3185.5244466178565,3697.5579779092036,4928.207787827133,4833.610762152865
20020,5361.0,7465.0,-2104.0,12826.0,495.02424183064005,1198.042570195233,1285.5683567978795,1306.7455758486424
20100,11410.0,9173.0,2237.0,20583.0,1354.2699140127127,1207.9817879421857,1853.501281359147,1773.8142518313466
20220,4755.0,4149.0,606.0,8904.0,636.0141507859711,625.7906998350168,886.5805095985361,897.2062193275301
20260,14899.0,12781.0,2118.0,27680.0,1058.5381429121958,1404.9202824359822,1761.7752410565884,1756.9661351318073
20500,47172.0,45268.0,1904.0,92440.0,2268.5270551615645,2548.383016738261,3431.3223398567497,3392.7198528614176
20700,10677.0,8866.0,1811.0,19543.0,1655.3241374425736,1097.3340421220878,2019.8032082358916,1951.9684935981934
20740,10642.0,7717.0,2925.0,18359.0,1016.1323732663968,697.6331414145976,1223.799820232051,1241.8957283121638
20940,4409.0,7172.0,-2763.0,11581.0,756.8943123052253,961.2855975203207,1226.5300648577677,1219.1431417188057
21060,11908.0,10773.0,1135.0,22681.0,1164.8214455443374,1219.3420356897404,1725.3011331358941,1646.7914257731609
21140,8894.0,12053.0,-3159.0,20947.0,1329.7386961354475,1446.4529027935891,1946.9522336205375,1982.9873927990566
21300,2806.0,5121.0,-2315.0,7927.0,420.760026618499,614.6153268508685,741.5841152559836,747.9411741574334
21340,35065.0,42664.0,-7599.0,77729.0,2668.461729161578,3080.1858710149295,4087.6187444525694,4063.540451379806
21420,3331.0,3625.0,-294.0,6956.0,580.8459348226515,563.0603875251747,794.0887859679168,822.5661067658939
21500,11075.0,12405.0,-1330.0,23480.0,987.5844267706939,1168.2499732505883,1530.8559697110634,1528.7315002968965
21660,27282.0,17460.0,9822.0,44742.0,1858.714340612887,1324.0959179757333,2306.198820570334,2257.2159843488616
21780,14429.0,11508.0,2921.0,25937.0,1418.983438944937,1152.0642343202917,1807.988384918443,1847.8216905318543
21820,9001.0,10717.0,-1716.0,19718.0,1190.584730290121,1295.7588510212847,1774.215037699771,1744.9464175154492
22020,16615.0,14479.0,2136.0,31094.0,1554.2071933947545,1178.0411707576268,1975.7616252979508,1924.262715951229
22140,4515.0,6011.0,-1496.0,10526.0,720.6899472033726,1095.9461665611136,1322.077531765819,1301.1502603465904
22180,46239.0,44409.0,1830.0,90648.0,2479.9443542144245,2842.9674637603575,3726.1994042187275,3818.6601053249033
22220,27035.0,21589.0,5446.0,48624.0,2006.9683604880272,1779.8174063650463,2706.193636826456,2658.193371446103
22380,19140.0,12983.0,6157.0,32123.0,1423.1219202865227,1226.5431097193446,1897.497035570807,1860.3953880828667
22420,13520.0,18051.0,-4531.0,31571.0,1296.096447028538,1364.7307426741731,1918.2669261601734,1844.8612413945934
22500,6869.0,8185.0,-1316.0,15054.0,947.7805653208975,1034.8294545479462,1383.689632829559,1423.6432137301817
22520,7469.0,5220.0,2249.0,12689.0,1284.05918866694,806.356000783773,1499.3105082003528,1532.899540087347
22540,5619.0,4351.0,1268.0,9970.0,768.2239256883373,648.1620167828411,995.5546192951947,1014.9714281692859
22660,31790.0,26716.0,5074.0,58506.0,1961.9653411821525,1818.2068089191614,2681.047742954235,2668.2151337551477
22900,11564.0,9988.0,1576.0,21552.0,1420.9802954298839,1067.8099081765442,1740.588118998863,1813.3684126508876
23060,15917.0,17352.0,-1435.0,33269.0,1370.813262264412,1425.6616008015367,1952.0612183023359,2002.7893049444817
23420,28896.0,27786.0,1110.0,56682.0,2140.060279524855,1937.4878064132429,2868.5775220481664,2905.230111368117
23460,4339.0,4332.0,7.0,8671.0,704.2762242188785,655.6622606189867,971.1585864316909,953.7400065007234
23540,28076.0,25966.0,2110.0,54042.0,1940.8639828694847,1840.9130886600813,2639.9893939180893,2709.5344618587155
23580,12759.0,9561.0,3198.0,22320.0,1381.9981910263125,1263.683109011116,1847.5015561563134,1897.8877732890319
23900,5851.0,6339.0,-488.0,12190.0,598.6000334112921,831.537130860673,1049.1587105867252,1000.4154137157224
24020,5742.0,6870.0,-1128.0,12612.0,640.3249175223466,865.7361029782691,1076.168667077796,1077.4117133204002
24140,7412.0,7835.0,-423.0,15247.0,1128.1241066478458,1137.7917208347053,1545.434243182155,1656.6119038567845
24220,8477.0,7594.0,883.0,16071.0,816.115187948368,1073.7709252908649,1323.271325163513,1375.297422378156
24260,3112.0,5195.0,-2083.0,8307.0,649.0546972328295,730.848821576665,995.6344710786183,959.6223215411363
24300,10151.0,7844.0,2307.0,17995.0,1107.0740715959344,983.0366219017478,1463.1999179879692,1497.8918519038682
24340,43816.0,40936.0,2880.0,84752.0,2372.3068941433357,2020.1294512976142,3107.806943811021,3123.9987195900067
24420,5472.0,5151.0,321.0,10623.0,875.6403371247809,985.8605378044098,1307.5672066857596,1329.758624713523
24500,5898.0,5661.0,237.0,11559.0,909.7713998582282,844.9455603765251,1229.0256303267236,1253.5748880701144
24540,27367.0,17106.0,10261.0,44473.0,1981.4345813071902,1421.0190005766988,2420.8855817654826,2456.1541075429286
24580,13021.0,11870.0,1151.0,24891.0,1126.1358710208995,976.8024365243976,1533.4660087527209,1447.3797013914489
24660,38632.0,32561.0,6071.0,71193.0,2152.9744540983297,2229.749089023247,3046.0279053219456,3152.5354875084277
24780,20752.0,10167.0,10585.0,30919.0,1801.1929380274619,1024.983902312617,2072.4678525854147,2072.490289482679
24860,43622.0,36931.0,6691.0,80553.0,2315.987478377204,2131.445518890877,3172.4473202876043,3123.2118083793166
25020,2597.0,2914.0,-317.0,5511.0,629.6943703099147,559.1565076076644,850.8248938530184,834.0899232097221
25060,24086.0,20561.0,3525.0,44647.0,2164.3162892701243,1873.741177430864,2916.2362730066984,2808.611222650796
25180,15221.0,12395.0,2826.0,27616.0,1578.0275662991442,1166.0381640409546,1904.5842065920845,2019.0386326170185
25220,6553.0,5825.0,728.0,12378.0,985.2578342748664,972.3708140416392,1371.9482497528834,1397.1173894845058
25260,11408.0,9667.0,1741.0,21075.0,1137.6919618244651,996.9363068922709,1531.642255880922,1495.0913015598746
25420,33681.0,27698.0,5983.0,61379.0,2795.5945700333587,1739.3720131127786,3296.557901812131,3289.5638008708693
25500,13000.0,8060.0,4940.0,21060.0,1090.8042904206052,938.9467503538207,1443.2910309428241,1434.9428560050744
25540,43545.0,48387.0,-4842.0,91932.0,2501.6772373749577,2722.227764166694,3656.3420244829395,3736.570352609462
25620,10846.0,8807.0,2039.0,19653.0,1429.7859979731234,1196.8329039594457,1881.4265863966098,1848.1244546837206
25860,14429.0,12649.0,1780.0,27078.0,1391.2501572326955,1135.0947097048775,1772.7083798527044,1817.485900908175
25940,15639.0,14999.0,640.0,30638.0,1504.3058199714578,1376.8347758536606,2031.6072455078515,2047.6994408359835
25980,10532.0,8702.0,1830.0,19234.0,1239.860072750147,1697.0736578003914,2099.5497136290915,2103.810352669651
26140,10670.0,7410.0,3260.0,18080.0,1236.3256043615695,905.5694341131441,1511.2180517714842,1553.3364091528917
26300,5965.0,4747.0,1218.0,10712.0,1193.527544717758,684.351517861983,1379.2403706388527,1372.6700258984313
26380,5400.0,6315.0,-915.0,11715.0,860.9384414695397,859.0809042226465,1236.853669598793,1195.5881397872763
26420,188965.0,184396.0,4569.0,373361.0,6394.194007066098,5038.879339694492,8082.88636564934,8198.258046682844
26580,10584.0,12585.0,-2001.0,23169.0,1041.9712088152917,1137.2462354301288,1563.601931439073,1520.574891282899
26620,23126.0,19266.0,3860.0,42392.0,1672.0726658850685,1404.5169988291348,2212.562767471242,2153.778307997367
26820,9622.0,7475.0,2147.0,17097.0,1205.3696528451344,953.0655801150307,1500.1146622841868,1572.0747437701555
26900,72005.0,78737.0,-6732.0,150742.0,3589.0328780884693,3165.050552518869,4815.186081554897,4753.7320075915095
26980,16243.0,13187.0,3056.0,29430.0,1401.4649478313754,1259.8650721406639,1897.0313650543578,1871.645265535112
27060,13388.0,8948.0,4440.0,22336.0,959.8770754633116,888.2854271009967,1302.7770338780156,1313.9227526761229
27100,8749.0,8243.0,506.0,16992.0,885.1768184944746,877.0763934800663,1231.8551051158574,1261.2894196020197
27140,22218.0,21699.0,519.0,43917.0,1804.3031895997967,1769.9646889133128,2509.432206695371,2546.5965522634324
27180,8033.0,6872.0,1161.0,14905.0,984.9979695410544,861.0865229464458,1273.9548657625198,1342.234331255165
27260,82578.0,65168.0,17410.0,147746.0,4142.554767290349,3006.229698476149,5033.934048038373,5202.128218335261
27340,29524.0,25154.0,4370.0,54678.0,2664.289961697112,1996.0633757473734,3344.996113600134,3313.1773269778364
27500,6131.0,6307.0,-176.0,12438.0,706.2421680981673,725.9655639215954,998.3195881079365,1027.3349015778642
27620,8388.0,7939.0,449.0,16327.0,917.7733925103735,937.3713245027287,1317.969271265457,1305.3964914921444
27740,11484.0,10224.0,1260.0,21708.0,1233.592720471388,1079.5216533261387,1662.7777963396072,1614.7801707972512
27780,5708.0,5235.0,473.0,10943.0,698.5578000423444,684.2097631574692,1000.7407256627463,953.8511414261661
27860,9302.0,7580.0,1722.0,16882.0,1315.9099513264575,942.2324553951642,1690.4268691664836,1543.1445168875143
27900,8363.0,7449.0,914.0,15812.0,902.1734866421203,890.9399530832592,1313.4549859054935,1221.2518167847284
27980,7630.0,6328.0,1302.0,13958.0,887.3460429843591,937.5217330814257,1297.4779381554047,1283.5887191776033
28020,18118.0,16466.0,1652.0,34584.0,1285.3038551253162,1327.974020830227,1898.8891489499854,1795.9830177370832
28100,4210.0,6393.0,-2183.0,10603.0,554.2508457368378,1081.7065221214116,1261.1950681793835,1169.301928502643
28140,77511.0,81752.0,-4241.0,159263.0,3034.823882863716,3431.594673034681,4563.5236385933185,4598.320019311401
28420,12955.0,13254.0,-299.0,26209.0,1332.0289035903088,1384.275622843948,1874.8845297777675,1966.1047784896919
28660,41238.0,37716.0,3522.0,78954.0,2888.4258688773716,2422.881961631643,3690.0258806680476,3849.3550109076714
28700,12533.0,12307.0,226.0,24840.0,1116.3718018653105,1259.6249441798143,1698.347432064476,1666.6100323711003
28740,8195.0,7700.0,495.0,15895.0,829.9644570703013,871.593942154258,1156.4000172950534,1247.9615378688559
28940,40243.0,30348.0,9895.0,70591.0,2622.210708543461,1815.7742150388633,3183.8332242754173,3194.9899843348494
29020,4123.0,3992.0,131.0,8115.0,714.1484439526561,741.9245244632367,1037.2439443062563,1021.6936918665986
29100,8744.0,7490.0,1254.0,16234.0,799.9181208098739,851.2825617854509,1142.2779871817543,1194.015075281715
29180,14546.0,17190.0,-2644.0,31736.0,1684.6557511847932,1633.845463928581,2369.289133896494,2324.5971694037657
29200,19493.0,13222.0,6271.0,32715.0,1345.1553813593432,1129.040743286087,1734.9135425144389,1776.8449566577272
29340,7490.0,8384.0,-894.0,15874.0,1087.5835600081493,1025.080972411448,1502.7724378627656,1485.8761724989065
29420,16908.0,10463.0,6445.0,27371.0,1734.0377735216728,1064.026315464049,2015.6128100406586,2053.2135787589173
29460,51158.0,35277.0,15881.0,86435.0,3202.1725437583777,2520.379931676968,4041.1674055896274,4108.288451411366
29540,20301.0,21405.0,-1104.0,41706.0,1572.8795249477946,1485.9030923986934,2167.143280911532,2161.1645009114877
29620,30589.0,25102.0,5487.0,55691.0,1620.819545785403,1710.01637419061,2363.4747724483964,2348.7430681111123
29700,3296.0,7228.0,-3932.0,10524.0,543.7389079328424,1018.3614289632144,1147.1172564302221,1161.4202512441395
29740,13481.0,11177.0,2304.0,24658.0,1630.19231994265,1312.7878731920096,2101.3005496596625,2085.1645019038665
29820,102177.0,72541.0,29636.0,174718.0,4168.331440756601,3383.5225727043703,5230.319206320012,5503.362881002851
29940,12900.0,12135.0,765.0,25035.0,1235.6083521893172,1596.5478383061372,2061.822737288538,1976.3008374232907
30020,15219.0,11873.0,3346.0,27092.0,1294.518443283061,1222.1374718091251,1793.0044617903213,1766.8149308855186
30140,7669.0,8238.0,-569.0,15907.0,1067.086688137379,1183.9949324215877,1603.2311124725593,1584.6337116191867
30300,3277.0,3289.0,-12.0,6566.0,590.3177110675234,497.56205643115516,787.3830071826544,756.2096270215026
30340,5380.0,6249.0,-869.0,11629.0,684.2755293008804,931.1530486445287,1194.7957984526058,1113.5304216769293
30460,29541.0,25659.0,3882.0,55200.0,1957.1144575624594,1753.412672476163,2620.0545795841736,2634.938708964594
30620,5155.0,6024.0,-869.0,11179.0,684.6524665843248,978.549947626589,1189.1122739253851,1199.196814538798
30700,23362.0,15716.0,7646.0,39078.0,1584.484774303622,1265.1877331052494,2032.1277026801245,2023.3160899869304
30780,27702.0,32052.0,-4350.0,59754.0,1978.1327053562406,2143.2351714172664,2944.2221383584492,2889.500129780236
30860,9947.0,9172.0,775.0,19119.0,884.8593108511658,988.728476377615,1347.0382325680291,1306.8771939245096
30980,16149.0,13246.0,2903.0,29395.0,1338.7079591905024,1249.318614285403,1892.2246166879872,1767.12082212847
31020,7174.0,6448.0,726.0,13622.0,974.246888627313,803.3430151560416,1241.3492659199505,1283.3436796119736
31080,250693.0,393231.0,-142538.0,643924.0,5684.278142385364,8098.801516273874,9769.73100960308,10017.372609621747
31140,38899.0,44930.0,-6031.0,83829.0,2209.4958701024993,2795.368669782217,3612.777601790622,3513.873219113063
31180,28986.0,18183.0,10803.0,47169.0,2259.7559602753568,1752.776369078497,2836.498722016282,2882.684339292112
31340,15258.0,11309.0,3949.0,26567.0,1322.9629624445274,1235.745119351074,1818.2235836112125,1802.7234951594767
31420,12672.0,10664.0,2008.0,23336.0,1148.263036067956,1325.5187663703596,1765.676357660146,1741.339426992911
31460,8872.0,8275.0,597.0,17147.0,1081.342221500668,999.1025973342278,1488.1895040618988,1456.1802773008567
31540,35931.0,32238.0,3693.0,68169.0,1861.2804732226682,1589.9484268365436,2380.1235262061505,2514.491399865985
31700,25083.0,21195.0,3888.0,46278.0,1830.3218296245063,1843.6151984619785,2528.0104825732033,2665.567481794449
31740,14521.0,16254.0,-1733.0,30775.0,1339.699219974394,1618.4402985590787,2095.3947122201107,2107.370162074048
31860,8254.0,7245.0,1009.0,15499.0,743.9885751810978,986.0248475570988,1223.3948667539846,1246.4938828570318
31900,7768.0,6243.0,1525.0,14011.0,1007.2780152470319,814.4353872468951,1303.0402910117552,1288.012422300344
32420,3786.0,3469.0,317.0,7255.0,715.72830040456,709.4934812949306,1015.8966482866257,999.2337063970571
32580,16967.0,22049.0,-5082.0,39016.0,1765.1322896598997,2181.193939107662,2834.8973526390687,2776.526787192949
32780,11454.0,10981.0,473.0,22435.0,1376.2031100095653,1153.5709774435209,1793.4151778102025,1797.4061867034952
32820,40037.0,44457.0,-4420.0,84494.0,2626.4592134659165,2589.5489954816458,3714.9706593726955,3663.804034060774
32900,13864.0,12699.0,1165.0,26563.0,1778.2083679929076,1391.976292901571,2143.222573602658,2367.8631717225553
33100,144963.0,189703.0,-44740.0,334666.0,4823.441924601145,6173.711606481145,7806.325832297804,7862.520079465617
33140,8076.0,6135.0,1941.0,14211.0,870.9931113390048,807.2824784423356,1172.145042219605,1202.2225251591321
33220,4375.0,6165.0,-1790.0,10540.0,578.8799530127123,858.903952721141,1061.4037874437795,1009.6484536708805
33260,13680.0,12866.0,814.0,26546.0,2065.6725297103603,1633.775382358297,2636.583205590144,2630.848532318043
33340,44971.0,54502.0,-9531.0,99473.0,2042.6999290155175,2472.6956949855353,3154.839932548084,3258.6159638717786
33460,96181.0,109167.0,-12986.0,205348.0,3341.325186209807,3266.145587692012,4654.37557573516,4691.291506610946
