Crosswalk2023_CBSA Code,Labor_Force_2015,Labor_Force_2016,Labor_Force_2017,Labor_Force_2018,Labor_Force_2019,Labor_Force_2020,Labor_Force_2021,Labor_Force_2022,Labor_Force_2023,Labor_Force_2024,Employed_2015,Employed_2016,Employed_2017,Employed_2018,Employed_2019,Employed_2020,Employed_2021,Employed_2022,Employed_2023,Employed_2024,Unemployed_2015,Unemployed_2016,Unemployed_2017,Unemployed_2018,Unemployed_2019,Unemployed_2020,Unemployed_2021,Unemployed_2022,Unemployed_2023,Unemployed_2024
10100.0,23205.0,23569.0,23338.0,23177.0,23082.0,22888,22822.0,22321.0,22296.0,22363.0,22603.0,22952.0,22708.0,22591.0,22501.0,22026,22271.0,21872.0,21901.0,21970.0,602.0,617.0,630.0,586.0,581.0,862,551.0,449.0,395.0,393.0
10140.0,26989.0,28416.0,28736.0,29155.0,30196.0,29942,29462.0,29278.0,29028.0,29395.0,24520.0,26127.0,26765.0,27200.0,28050.0,26600,27376.0,27621.0,27316.0,27556.0,2469.0,2289.0,1971.0,1955.0,2146.0,3342,2086.0,1657.0,1712.0,1839.0
10180.0,74433.0,75307.0,76199.0,77324.0,79031.0,78666,80760.0,82450.0,84633.0,86805.0,71545.0,72353.0,73380.0,74757.0,76665.0,74302,77106.0,79593.0,81692.0,83807.0,2888.0,2954.0,2819.0,2567.0,2366.0,4364,3654.0,2857.0,2941.0,2998.0
10220.0,18176.0,17051.0,17162.0,17254.0,17530.0,17797,17807.0,18105.0,18509.0,19065.0,17470.0,16338.0,16514.0,16712.0,16976.0,16797,17147.0,17579.0,17925.0,18496.0,706.0,713.0,648.0,542.0,554.0,1000,660.0,526.0,584.0,569.0
10300.0,47708.0,48526.0,47767.0,47593.0,47141.0,46507,45956.0,46691.0,48175.0,49294.0,45321.0,46340.0,45581.0,45678.0,45307.0,42271,43569.0,44633.0,46213.0,46911.0,2387.0,2186.0,2186.0,1915.0,1834.0,4236,2387.0,2058.0,1962.0,2383.0
10380.0,73721.0,76566.0,77070.0,76029.0,76190.0,,81928.0,85933.0,87882.0,90760.0,62738.0,65351.0,66350.0,67260.0,68393.0,,74641.0,79549.0,81427.0,84395.0,10983.0,11215.0,10720.0,8769.0,7797.0,,7287.0,6384.0,6455.0,6365.0
10420.0,359963.0,363460.0,364564.0,361726.0,364455.0,355513,352021.0,353401.0,357656.0,360246.0,341928.0,345015.0,346409.0,345256.0,349068.0,327256,333266.0,339491.0,344302.0,344313.0,18035.0,18445.0,18155.0,16470.0,15387.0,28257,18755.0,13910.0,13354.0,15933.0
10460.0,25235.0,25133.0,24636.0,24295.0,24414.0,24540,24704.0,24559.0,24492.0,24378.0,23656.0,23574.0,23124.0,23094.0,23176.0,22576,22989.0,23526.0,23526.0,23310.0,1579.0,1559.0,1512.0,1201.0,1238.0,1964,1715.0,1033.0,966.0,1068.0
10480.0,12832.0,12328.0,12678.0,13195.0,13249.0,13021,12772.0,12761.0,12624.0,12645.0,12160.0,11786.0,12227.0,12658.0,12754.0,12203,11972.0,12258.0,12103.0,12011.0,672.0,542.0,451.0,537.0,495.0,818,800.0,503.0,521.0,634.0
10500.0,63791.0,64768.0,66733.0,65148.0,64677.0,64087,63637.0,63118.0,62583.0,62380.0,59256.0,60637.0,63005.0,61939.0,61819.0,59370,60273.0,60615.0,60158.0,59789.0,4535.0,4131.0,3728.0,3209.0,2858.0,4717,3364.0,2503.0,2425.0,2591.0
10540.0,55136.0,56167.0,57042.0,57912.0,58097.0,58908,60462.0,61229.0,61286.0,61796.0,51524.0,53005.0,54376.0,55260.0,55612.0,54360,57099.0,58558.0,58779.0,58938.0,3612.0,3162.0,2666.0,2652.0,2485.0,4548,3363.0,2671.0,2507.0,2858.0
10580.0,452372.0,455127.0,456239.0,457792.0,458969.0,455958,449723.0,451921.0,458175.0,456861.0,432143.0,436080.0,436817.0,440655.0,442828.0,424420,429952.0,438060.0,443826.0,441610.0,20229.0,19047.0,19422.0,17137.0,16141.0,31538,19771.0,13861.0,14349.0,15251.0
10620.0,28433.0,28324.0,28770.0,28808.0,29419.0,28186,28648.0,30429.0,32283.0,33312.0,26936.0,26991.0,27559.0,27735.0,28317.0,26378,27339.0,29398.0,31290.0,32290.0,1497.0,1333.0,1211.0,1073.0,1102.0,1808,1309.0,1031.0,993.0,1022.0
10660.0,16438.0,16035.0,15922.0,15774.0,15904.0,16029,15354.0,15466.0,15553.0,15894.0,15805.0,15414.0,15338.0,15249.0,15340.0,15108,14780.0,15074.0,15124.0,15439.0,633.0,621.0,584.0,525.0,564.0,921,574.0,392.0,429.0,455.0
10700.0,40674.0,39973.0,40522.0,41103.0,42273.0,42350,42271.0,42953.0,43867.0,44760.0,38315.0,37765.0,38851.0,39657.0,41114.0,40319,41228.0,42060.0,42937.0,43567.0,2359.0,2208.0,1671.0,1446.0,1159.0,2031,1043.0,893.0,930.0,1193.0
10740.0,423411.0,434627.0,437006.0,437532.0,442237.0,432465,441823.0,447518.0,457244.0,464045.0,397057.0,408349.0,412634.0,417401.0,421821.0,399796,413016.0,431011.0,441611.0,446147.0,26354.0,26278.0,24372.0,20131.0,20416.0,32669,28807.0,16507.0,15633.0,17898.0
10760.0,18873.0,16671.0,16488.0,16333.0,16703.0,16461,16215.0,15972.0,15993.0,16436.0,17721.0,15638.0,15694.0,15585.0,16108.0,15104,15515.0,15493.0,15573.0,15882.0,1152.0,1033.0,794.0,748.0,595.0,1357,700.0,479.0,420.0,554.0
10780.0,66329.0,67527.0,66145.0,65591.0,65127.0,64232,64986.0,65286.0,64396.0,64356.0,62017.0,63444.0,62494.0,62237.0,61996.0,60076,62334.0,63206.0,62172.0,61719.0,4312.0,4083.0,3651.0,3354.0,3131.0,4156,2652.0,2080.0,2224.0,2637.0
10820.0,20250.0,20118.0,20441.0,20471.0,20982.0,21237,21024.0,21117.0,21327.0,21447.0,19544.0,19411.0,19786.0,19869.0,20299.0,20198,20383.0,20641.0,20746.0,20857.0,706.0,707.0,655.0,602.0,683.0,1039,641.0,476.0,581.0,590.0
10860.0,21732.0,20695.0,19787.0,20122.0,20099.0,19355,18899.0,18611.0,18923.0,18681.0,19955.0,18580.0,18329.0,19056.0,19194.0,17003,17154.0,17604.0,17995.0,17742.0,1777.0,2115.0,1458.0,1066.0,905.0,2352,1745.0,1007.0,928.0,939.0
10900.0,435117.0,432050.0,431758.0,434821.0,441133.0,438320,440211.0,443645.0,449431.0,452536.0,411363.0,409251.0,409924.0,414539.0,421639.0,398347,413517.0,425142.0,431564.0,434945.0,23754.0,22799.0,21834.0,20282.0,19494.0,39973,26694.0,18503.0,17867.0,17591.0
10940.0,18382.0,18377.0,18058.0,18065.0,18341.0,17750,16836.0,17088.0,17530.0,17538.0,17340.0,17429.0,17090.0,17220.0,17528.0,16256,15902.0,16286.0,16718.0,16583.0,1042.0,948.0,968.0,845.0,813.0,1494,934.0,802.0,812.0,955.0
10980.0,13685.0,13611.0,13592.0,13361.0,13235.0,12906,12783.0,12989.0,13761.0,14126.0,12832.0,12801.0,12822.0,12672.0,12596.0,11832,12077.0,12339.0,13110.0,13374.0,853.0,810.0,770.0,689.0,639.0,1074,706.0,650.0,651.0,752.0
11020.0,61516.0,59531.0,58882.0,58301.0,58522.0,58397,57460.0,56992.0,57340.0,57654.0,58273.0,56318.0,55901.0,55690.0,55840.0,53306,54150.0,54501.0,55237.0,55616.0,3243.0,3213.0,2981.0,2611.0,2682.0,5091,3310.0,2491.0,2103.0,2038.0
11060.0,10833.0,11811.0,11646.0,11522.0,11419.0,11437,11666.0,11660.0,12060.0,12145.0,10404.0,11342.0,11256.0,11209.0,11122.0,10987,11339.0,11364.0,11739.0,11828.0,429.0,469.0,390.0,313.0,297.0,450,327.0,296.0,321.0,317.0
11100.0,129736.0,127554.0,127035.0,127270.0,127866.0,127438,131239.0,132267.0,134694.0,137915.0,125699.0,123437.0,123090.0,123647.0,124486.0,121002,125974.0,128132.0,130472.0,133592.0,4037.0,4117.0,3945.0,3623.0,3380.0,6436,5265.0,4135.0,4222.0,4323.0
11140.0,14784.0,15804.0,16098.0,15759.0,15978.0,15527,15155.0,15092.0,14814.0,14188.0,13572.0,14683.0,15081.0,14891.0,15253.0,14488,14378.0,14500.0,14186.0,13522.0,1212.0,1121.0,1017.0,868.0,725.0,1039,777.0,592.0,628.0,666.0
11180.0,72924.0,68000.0,68011.0,68551.0,69241.0,66423,67265.0,68940.0,69500.0,69575.0,71033.0,66230.0,66506.0,67281.0,67826.0,63831,65217.0,67364.0,67869.0,67914.0,1891.0,1770.0,1505.0,1270.0,1415.0,2592,2048.0,1576.0,1631.0,1661.0
11200.0,88132.0,82782.0,84069.0,85950.0,86227.0,81434,82884.0,84094.0,83557.0,85804.0,84161.0,79500.0,80979.0,83163.0,83696.0,75185,78928.0,81165.0,80849.0,82555.0,3971.0,3282.0,3090.0,2787.0,2531.0,6249,3956.0,2929.0,2708.0,3249.0
11220.0,22522.0,22893.0,23174.0,23116.0,22989.0,22684,22198.0,22274.0,22393.0,22370.0,21040.0,21585.0,21876.0,21953.0,21884.0,20787,20952.0,21376.0,21424.0,21409.0,1482.0,1308.0,1298.0,1163.0,1105.0,1897,1246.0,898.0,969.0,961.0
11260.0,202013.0,201178.0,201000.0,197370.0,195123.0,193818,196930.0,198072.0,199608.0,201117.0,190991.0,189200.0,188707.0,186347.0,185264.0,178084,184810.0,190342.0,191974.0,192744.0,11022.0,11978.0,12293.0,11023.0,9859.0,15734,12120.0,7730.0,7634.0,8373.0
11360.0,49606.0,52908.0,54076.0,54380.0,55239.0,53681,55126.0,57680.0,59030.0,59297.0,46315.0,50003.0,51452.0,51927.0,52847.0,49888,52296.0,55401.0,56809.0,57021.0,3291.0,2905.0,2624.0,2453.0,2392.0,3793,2830.0,2279.0,2221.0,2276.0
11380.0,9260.0,8342.0,8664.0,9194.0,9674.0,9017,8927.0,9327.0,9471.0,9641.0,8936.0,7933.0,8388.0,8970.0,9451.0,8264,8414.0,9031.0,9193.0,9352.0,324.0,409.0,276.0,224.0,223.0,753,513.0,296.0,278.0,289.0
11420.0,19994.0,17130.0,16990.0,17288.0,17577.0,16985,16944.0,17437.0,17431.0,17335.0,19214.0,16398.0,16408.0,16745.0,17019.0,15708,16391.0,16981.0,16854.0,16609.0,780.0,732.0,582.0,543.0,558.0,1277,553.0,456.0,577.0,726.0
11460.0,189367.0,196043.0,197992.0,200369.0,203134.0,197891,192184.0,199280.0,205253.0,208818.0,182342.0,189037.0,191244.0,194348.0,197346.0,184802,184306.0,192424.0,198657.0,200958.0,7025.0,7006.0,6748.0,6021.0,5788.0,13089,7878.0,6856.0,6596.0,7860.0
11500.0,46234.0,49788.0,49881.0,50308.0,50342.0,50401,49657.0,49279.0,49200.0,49605.0,42976.0,46758.0,47505.0,48126.0,48559.0,46788,47806.0,47934.0,47940.0,47995.0,3258.0,3030.0,2376.0,2182.0,1783.0,3613,1851.0,1345.0,1260.0,1610.0
11540.0,129586.0,134427.0,134693.0,133866.0,133815.0,133995,134338.0,134990.0,136510.0,137676.0,124681.0,129940.0,130786.0,130239.0,130111.0,126824,130265.0,131796.0,133327.0,134242.0,4905.0,4487.0,3907.0,3627.0,3704.0,7171,4073.0,3194.0,3183.0,3434.0
11580.0,13365.0,12764.0,13264.0,12890.0,13352.0,13568,12766.0,12257.0,12459.0,12614.0,12580.0,12079.0,12666.0,12381.0,12881.0,12837,12225.0,11826.0,12022.0,12101.0,785.0,685.0,598.0,509.0,471.0,731,541.0,431.0,437.0,513.0
11620.0,22469.0,22625.0,22380.0,22102.0,21460.0,21321,21539.0,21724.0,22311.0,22405.0,21474.0,21507.0,21426.0,21359.0,20761.0,19803,20557.0,20968.0,21509.0,21532.0,995.0,1118.0,954.0,743.0,699.0,1518,982.0,756.0,802.0,873.0
11640.0,52458.0,58179.0,57344.0,57104.0,58807.0,,63026.0,64800.0,65880.0,67700.0,44866.0,50781.0,50691.0,51255.0,53296.0,,58237.0,60027.0,61731.0,63984.0,7592.0,7398.0,6653.0,5849.0,5511.0,,4789.0,4773.0,4149.0,3716.0
11660.0,9621.0,10414.0,10381.0,10496.0,10453.0,9917,9484.0,9236.0,9309.0,9500.0,9105.0,10003.0,10013.0,10144.0,10095.0,9369,9076.0,8877.0,8932.0,9104.0,516.0,411.0,368.0,352.0,358.0,548,408.0,359.0,377.0,396.0
11680.0,17136.0,16286.0,16287.0,16147.0,15697.0,16141,15935.0,15702.0,15512.0,15282.0,16352.0,15535.0,15644.0,15583.0,15154.0,15050,15337.0,15208.0,14991.0,14620.0,784.0,751.0,643.0,564.0,543.0,1091,598.0,494.0,521.0,662.0
11700.0,188154.0,191270.0,195131.0,198810.0,202415.0,192381,198044.0,207648.0,211166.0,213212.0,179712.0,183453.0,187970.0,192416.0,195995.0,177214,189523.0,201152.0,205134.0,204717.0,8442.0,7817.0,7161.0,6394.0,6420.0,15167,8521.0,6496.0,6032.0,8495.0
11740.0,26080.0,25974.0,25978.0,25956.0,26666.0,25919,25819.0,25599.0,25434.0,25686.0,24752.0,24660.0,24721.0,24799.0,25582.0,24254,24664.0,24631.0,24542.0,24582.0,1328.0,1314.0,1257.0,1157.0,1084.0,1665,1155.0,968.0,892.0,1104.0
11820.0,18339.0,18802.0,18941.0,18957.0,19127.0,19142,19390.0,19504.0,19663.0,19987.0,17363.0,17916.0,18166.0,18192.0,18406.0,17318,18235.0,18696.0,18921.0,19147.0,976.0,886.0,775.0,765.0,721.0,1824,1155.0,808.0,742.0,840.0
11860.0,7512.0,8139.0,8144.0,8131.0,8153.0,7959,7874.0,7946.0,7971.0,8107.0,7051.0,7693.0,7772.0,7808.0,7785.0,7493,7602.0,7700.0,7721.0,7795.0,461.0,446.0,372.0,323.0,368.0,466,272.0,246.0,250.0,312.0
11900.0,28024.0,29283.0,29556.0,28935.0,29017.0,27088,26224.0,26705.0,26810.0,27531.0,26257.0,27540.0,27919.0,27441.0,27613.0,25158,24877.0,25546.0,25655.0,26092.0,1767.0,1743.0,1637.0,1494.0,1404.0,1930,1347.0,1159.0,1155.0,1439.0
11940.0,27601.0,26851.0,26789.0,26841.0,27858.0,27694,26762.0,25996.0,25375.0,25039.0,25814.0,25292.0,25540.0,25694.0,26751.0,25434,25437.0,24907.0,24261.0,23916.0,1787.0,1559.0,1249.0,1147.0,1107.0,2260,1325.0,1089.0,1114.0,1123.0
11980.0,34225.0,31235.0,31373.0,31801.0,32174.0,32927,34174.0,34798.0,35533.0,36242.0,32550.0,29592.0,29890.0,30444.0,30906.0,30551,32203.0,33306.0,33895.0,34626.0,1675.0,1643.0,1483.0,1357.0,1268.0,2376,1971.0,1492.0,1638.0,1616.0
12020.0,93045.0,100903.0,105632.0,105774.0,103965.0,101196,102668.0,102675.0,106515.0,108578.0,87699.0,95880.0,101103.0,101969.0,100542.0,95733,99304.0,99577.0,103316.0,104965.0,5346.0,5023.0,4529.0,3805.0,3423.0,5463,3364.0,3098.0,3199.0,3613.0
12060.0,2823186.0,2941622.0,3062806.0,3084021.0,3112308.0,3073330,3131956.0,3195607.0,3267132.0,3306439.0,2660071.0,2788801.0,2922392.0,2965739.0,3005468.0,2863398,3009697.0,3098454.0,3161919.0,3192562.0,163115.0,152821.0,140414.0,118282.0,106840.0,209932,122259.0,97153.0,105213.0,113877.0
12100.0,177873.0,182586.0,178365.0,178531.0,181835.0,176982,177261.0,178021.0,180105.0,180909.0,160241.0,168597.0,165432.0,167647.0,172266.0,149406,160672.0,168254.0,169495.0,169623.0,17632.0,13989.0,12933.0,10884.0,9569.0,27576,16589.0,9767.0,10610.0,11286.0
12140.0,21798.0,21971.0,21971.0,22225.0,22386.0,21861,21685.0,21938.0,21855.0,22412.0,20904.0,21114.0,21325.0,21594.0,21748.0,20305,21031.0,21335.0,21180.0,21551.0,894.0,857.0,646.0,631.0,638.0,1556,654.0,603.0,675.0,861.0
12180.0,37484.0,36778.0,36004.0,36144.0,36111.0,35497,34696.0,34458.0,34897.0,34570.0,35478.0,34875.0,34189.0,34530.0,34612.0,32746,33020.0,33250.0,33687.0,33286.0,2006.0,1903.0,1815.0,1614.0,1499.0,2751,1676.0,1208.0,1210.0,1284.0
12220.0,79383.0,85911.0,87449.0,89011.0,90459.0,89567,89998.0,91963.0,94379.0,96616.0,74986.0,81461.0,83884.0,85777.0,87801.0,84331,87362.0,89808.0,92228.0,93749.0,4397.0,4450.0,3565.0,3234.0,2658.0,5236,2636.0,2155.0,2151.0,2867.0
12260.0,255869.0,259424.0,264699.0,264308.0,265789.0,264110,264584.0,263977.0,266019.0,268503.0,239526.0,244521.0,251521.0,253134.0,255844.0,248827,254083.0,254472.0,256099.0,256783.0,16343.0,14903.0,13178.0,11174.0,9945.0,15283,10501.0,9505.0,9920.0,11720.0
12300.0,62225.0,62238.0,62605.0,61980.0,61769.0,60629,61480.0,61214.0,61975.0,63163.0,59574.0,59938.0,60486.0,60054.0,60018.0,57815,58714.0,59536.0,60471.0,61298.0,2651.0,2300.0,2119.0,1926.0,1751.0,2814,2766.0,1678.0,1504.0,1865.0
12380.0,20476.0,19871.0,19902.0,19686.0,19782.0,20248,19747.0,19768.0,20313.0,20639.0,19805.0,19220.0,19323.0,19120.0,19158.0,19192,19064.0,19284.0,19766.0,20084.0,671.0,651.0,579.0,566.0,624.0,1056,683.0,484.0,547.0,555.0
12420.0,1068531.0,1102920.0,1141327.0,1182093.0,1220499.0,1234032,1309630.0,1393729.0,1456937.0,1504020.0,1032204.0,1066247.0,1104675.0,1146549.0,1186925.0,1156685,1255281.0,1351629.0,1406588.0,1451041.0,36327.0,36673.0,36652.0,35544.0,33574.0,77347,54349.0,42100.0,50349.0,52979.0
12460.0,11270.0,11619.0,11911.0,11684.0,11855.0,11462,11593.0,11976.0,11867.0,12043.0,10493.0,10817.0,11220.0,11110.0,11366.0,10894,11156.0,11555.0,11438.0,11600.0,777.0,802.0,691.0,574.0,489.0,568,437.0,421.0,429.0,443.0
12520.0,6666.0,6451.0,6487.0,6594.0,6628.0,6808,6971.0,6915.0,6713.0,6780.0,6227.0,6018.0,6109.0,6221.0,6300.0,6281,6583.0,6574.0,6393.0,6459.0,439.0,433.0,378.0,373.0,328.0,527,388.0,341.0,320.0,321.0
12540.0,390235.0,390501.0,386558.0,387747.0,391028.0,388620,388079.0,393030.0,401412.0,408114.0,350250.0,349850.0,350853.0,356463.0,360419.0,339114,349541.0,365298.0,368651.0,372823.0,39985.0,40651.0,35705.0,31284.0,30609.0,49506,38538.0,27732.0,32761.0,35291.0
12580.0,1483852.0,1464909.0,1490750.0,1502757.0,1530621.0,1479888,1450579.0,1458079.0,1472641.0,1498605.0,1406547.0,1399741.0,1427451.0,1443908.0,1477555.0,1385099,1377492.0,1414397.0,1439869.0,1452835.0,77305.0,65168.0,63299.0,58849.0,53066.0,94789,73087.0,43682.0,32772.0,45770.0
12620.0,77612.0,76509.0,76295.0,75928.0,75608.0,72484,73448.0,73036.0,74053.0,75972.0,73919.0,73186.0,73358.0,73219.0,73222.0,68793,69774.0,70795.0,71965.0,73435.0,3693.0,3323.0,2937.0,2709.0,2386.0,3691,3674.0,2241.0,2088.0,2537.0
12660.0,35347.0,35676.0,35983.0,35970.0,36043.0,34917,34901.0,34707.0,35688.0,36342.0,33931.0,34446.0,34949.0,35054.0,35042.0,32280,33495.0,33758.0,34813.0,35392.0,1416.0,1230.0,1034.0,916.0,1001.0,2637,1406.0,949.0,875.0,950.0
12700.0,112505.0,113663.0,115309.0,117359.0,116804.0,110415,112292.0,113216.0,114347.0,117633.0,105628.0,107905.0,109770.0,112130.0,112048.0,98526,105235.0,107924.0,109284.0,111980.0,6877.0,5758.0,5539.0,5229.0,4756.0,11889,7057.0,5292.0,5063.0,5653.0
12740.0,34769.0,32974.0,33282.0,33691.0,33487.0,32145,31299.0,32087.0,32656.0,33374.0,33589.0,31918.0,32284.0,32846.0,32779.0,30501,30261.0,31353.0,32010.0,32608.0,1180.0,1056.0,998.0,845.0,708.0,1644,1038.0,734.0,646.0,766.0
12780.0,24360.0,24215.0,23525.0,23204.0,22642.0,22610,22949.0,22949.0,23707.0,23594.0,23338.0,23092.0,22530.0,22339.0,21909.0,21263,22050.0,22199.0,22924.0,22760.0,1022.0,1123.0,995.0,865.0,733.0,1347,899.0,750.0,783.0,834.0
12860.0,30437.0,29974.0,29854.0,30054.0,30037.0,29265,29138.0,29188.0,29426.0,29312.0,28926.0,28579.0,28430.0,28805.0,28894.0,27164,27871.0,28257.0,28489.0,28315.0,1511.0,1395.0,1424.0,1249.0,1143.0,2101,1267.0,931.0,937.0,997.0
12900.0,15665.0,16508.0,16572.0,16635.0,16878.0,16926,16666.0,16976.0,17509.0,17805.0,14669.0,15720.0,15885.0,15984.0,16231.0,15961,16025.0,16437.0,16944.0,17254.0,996.0,788.0,687.0,651.0,647.0,965,641.0,539.0,565.0,551.0
12940.0,428623.0,415898.0,414970.0,418006.0,417254.0,410404,415416.0,419946.0,421192.0,428637.0,405197.0,393161.0,395500.0,399109.0,398657.0,377321,393844.0,405181.0,406214.0,411157.0,23426.0,22737.0,19470.0,18897.0,18597.0,33083,21572.0,14765.0,14978.0,17480.0
12980.0,64469.0,64765.0,63354.0,62497.0,61920.0,61604,58635.0,59683.0,62112.0,64114.0,61192.0,61674.0,60288.0,59838.0,59329.0,55357,54894.0,56867.0,59403.0,60769.0,3277.0,3091.0,3066.0,2659.0,2591.0,6247,3741.0,2816.0,2709.0,3345.0
13020.0,52466.0,51136.0,50037.0,49607.0,49418.0,49020,47297.0,48408.0,49865.0,50555.0,49442.0,48309.0,47263.0,47180.0,47049.0,44273,44472.0,45919.0,47381.0,47748.0,3024.0,2827.0,2774.0,2427.0,2369.0,4747,2825.0,2489.0,2484.0,2807.0
13060.0,17107.0,16016.0,16026.0,15915.0,15808.0,15734,15815.0,16433.0,16326.0,16373.0,15946.0,14786.0,14791.0,14887.0,14869.0,14001,14477.0,15418.0,15397.0,15447.0,1161.0,1230.0,1235.0,1028.0,939.0,1733,1338.0,1015.0,929.0,926.0
13100.0,11128.0,11393.0,11281.0,11290.0,11391.0,11199,11115.0,11079.0,11137.0,11264.0,10728.0,11026.0,10897.0,10934.0,10992.0,10759,10838.0,10823.0,10854.0,10894.0,400.0,367.0,384.0,356.0,399.0,440,277.0,256.0,283.0,370.0
13140.0,169450.0,177756.0,177526.0,176637.0,175998.0,174121,170593.0,170756.0,175090.0,182884.0,158055.0,166179.0,165408.0,166351.0,166765.0,155485,155587.0,161099.0,165399.0,173011.0,11395.0,11577.0,12118.0,10286.0,9233.0,18636,15006.0,9657.0,9691.0,9873.0
13180.0,47598.0,48824.0,49305.0,49098.0,48838.0,48846,49155.0,48708.0,49636.0,50220.0,45552.0,47105.0,47887.0,47820.0,47449.0,46245,47606.0,47503.0,48447.0,48919.0,2046.0,1719.0,1418.0,1278.0,1389.0,2601,1549.0,1205.0,1189.0,1301.0
13220.0,47181.0,45712.0,45854.0,46427.0,46925.0,46049,45087.0,45260.0,45921.0,46222.0,43605.0,42365.0,43268.0,43909.0,44584.0,41818,42540.0,43468.0,44148.0,44375.0,3576.0,3347.0,2586.0,2518.0,2341.0,4231,2547.0,1792.0,1773.0,1847.0
13260.0,20290.0,21313.0,21532.0,21899.0,21892.0,21328,21349.0,21149.0,20801.0,21480.0,18964.0,20158.0,20625.0,21095.0,21135.0,19851,20562.0,20447.0,20014.0,20505.0,1326.0,1155.0,907.0,804.0,757.0,1477,787.0,702.0,787.0,975.0
13300.0,10337.0,10836.0,10468.0,10436.0,10312.0,10323,9858.0,9749.0,9920.0,10034.0,9695.0,10071.0,9832.0,9945.0,9893.0,9369,9093.0,9229.0,9459.0,9568.0,642.0,765.0,636.0,491.0,419.0,954,765.0,520.0,461.0,466.0
13340.0,23186.0,22972.0,23204.0,22832.0,22614.0,22296,21956.0,22200.0,22563.0,22848.0,22197.0,21982.0,22241.0,21971.0,21769.0,20434,20988.0,21413.0,21833.0,21935.0,989.0,990.0,963.0,861.0,845.0,1862,968.0,787.0,730.0,913.0
13380.0,104502.0,109808.0,111639.0,113307.0,118441.0,116592,113436.0,114321.0,114092.0,113797.0,98224.0,103551.0,106167.0,107882.0,112471.0,106134,107271.0,109628.0,109495.0,108641.0,6278.0,6257.0,5472.0,5425.0,5970.0,10458,6165.0,4693.0,4597.0,5156.0
13420.0,23643.0,21502.0,21478.0,21864.0,22144.0,22659,21968.0,22320.0,22657.0,22823.0,22459.0,20276.0,20345.0,20864.0,21103.0,21080,21018.0,21568.0,21788.0,21927.0,1184.0,1226.0,1133.0,1000.0,1041.0,1579,950.0,752.0,869.0,896.0
13460.0,103327.0,110106.0,113450.0,115438.0,117028.0,120366,125489.0,126783.0,130150.0,133436.0,97055.0,104561.0,108481.0,110512.0,112329.0,110848,118719.0,121569.0,125063.0,127770.0,6272.0,5545.0,4969.0,4926.0,4699.0,9518,6770.0,5214.0,5087.0,5666.0
13540.0,18959.0,18518.0,18758.0,18950.0,18730.0,17626,17287.0,17764.0,18106.0,18277.0,18180.0,17839.0,18094.0,18391.0,18247.0,16479,16494.0,17260.0,17681.0,17752.0,779.0,679.0,664.0,559.0,483.0,1147,793.0,504.0,425.0,525.0
13660.0,19234.0,18976.0,18432.0,18049.0,17896.0,17700,17197.0,17501.0,18131.0,18130.0,18052.0,17982.0,17460.0,17202.0,17117.0,16022,16171.0,16598.0,17199.0,17027.0,1182.0,994.0,972.0,847.0,779.0,1678,1026.0,903.0,932.0,1103.0
13700.0,13299.0,13430.0,13515.0,14023.0,14490.0,13896,13873.0,13625.0,13604.0,13868.0,12683.0,12706.0,12954.0,13583.0,14062.0,12782,12995.0,13017.0,13114.0,13399.0,616.0,724.0,561.0,440.0,428.0,1114,878.0,608.0,490.0,469.0
13740.0,91622.0,91589.0,92136.0,92859.0,94060.0,95144,95627.0,98762.0,99049.0,99261.0,88479.0,88144.0,88841.0,89758.0,91032.0,90028,92618.0,96386.0,96646.0,96475.0,3143.0,3445.0,3295.0,3101.0,3028.0,5116,3009.0,2376.0,2403.0,2786.0
13780.0,111406.0,112311.0,111712.0,111757.0,111161.0,108530,106345.0,105853.0,106990.0,106503.0,104839.0,106281.0,105733.0,106573.0,106332.0,99823,100987.0,101961.0,103110.0,102349.0,6567.0,6030.0,5979.0,5184.0,4829.0,8707,5358.0,3892.0,3880.0,4154.0
13820.0,539174.0,539499.0,541117.0,550730.0,557213.0,553321,552036.0,557452.0,563037.0,571614.0,509608.0,510144.0,518584.0,531286.0,541073.0,520287,534999.0,544559.0,550320.0,555176.0,29566.0,29355.0,22533.0,19444.0,16140.0,33034,17037.0,12893.0,12717.0,16438.0
13860.0,9085.0,8540.0,8302.0,8391.0,8453.0,8035,7963.0,7882.0,8150.0,8401.0,8557.0,8063.0,7917.0,8044.0,8132.0,7365,7460.0,7563.0,7825.0,8048.0,528.0,477.0,385.0,347.0,321.0,670,503.0,319.0,325.0,353.0
13900.0,65991.0,71135.0,71141.0,70238.0,70695.0,71073,72188.0,72502.0,72414.0,73203.0,64291.0,69273.0,69362.0,68493.0,69106.0,68066,70221.0,71037.0,70955.0,71495.0,1700.0,1862.0,1779.0,1745.0,1589.0,3007,1967.0,1465.0,1459.0,1708.0
13940.0,22192.0,21946.0,22203.0,22461.0,22980.0,21838,22226.0,22908.0,23359.0,23751.0,21342.0,21157.0,21515.0,21823.0,22352.0,20918,21461.0,22218.0,22591.0,22916.0,850.0,789.0,688.0,638.0,628.0,920,765.0,690.0,768.0,835.0
